"business_type","id","name","start_date","physical_address","mailing_address","mailing_city","business_phone","email","owner"
"ATTORNEY/LAWYER","34106","CAWTHON, HENRI C","2006-10-20T00:00:00.000","604 SW 43RD TER","2112 SW 34TH ST, SUITE 132","GAINESVILLE","352-374-0668","HENRICAWTHON@GMAIL.COM","HENRI  CAWTHON"
"ATTORNEY/LAWYER","42119","ADAM LEE LAW PLLC","2016-03-29T00:00:00.000","4735 NW 53RD AVE, STE B","4735 NW 53RD AVE, STE B","GAINESVILLE","352-373-5500","ADAM@ADAMLEELAW.COM","ADAM LEE LAW PLLC"
"ATTORNEY/LAWYER","44716","WITHERS HARVEY, P.A.","2020-02-03T00:00:00.000","5538 NW 43RD ST, STE B","5538 NW 43RD ST, STE B","GAINESVILLE","352-727-4404","RICHARD@WITHERSHARVEY.COM","WITHERS  HARVEY, P.A."
"ATTORNEY/LAWYER","10748","ATTORNEYS FINE, FARKASH & PARLAPIANO","1996-09-11T00:00:00.000","622 NE 1ST ST","622 NE 1ST ST","GAINESVILLE","352-376-6046","EPOIRIER@FFPLAW.COM","ATTORNEYS FINE,   FARKASH & PARLAPIANO, P.A."
"ATTORNEY/LAWYER","45229","LEGALLY REMOTE, PLLC","2022-06-01T00:00:00.000","806 NW 16TH AVE, STE B","15202 NW 147TH DR, STE 1200 #127","ALACHUA","362-660-4021","MINERVA@LEGALLYREMOTE.COM","LEGALLY REMOTE, PLLC"
"ATTORNEY/LAWYER","28742","SMITH, BRUCE M.","2002-09-01T00:00:00.000","2622 NW 43RD ST, SUITE C5","PO BOX 357005","GAINESVILLE","352-377-5085","VOTESMITH04@YAHOO.COM","BRUCE  SMITH"
"ATTORNEY/LAWYER","43954","EISINGER LAW","2019-01-01T00:00:00.000","2630 NW 41ST ST, STE A","2630 NW 41ST ST, STE A","GAINESVILLE","352-240-1226","PFOCKS@EISINGERLAW.COM","EISINGER, LEWIS, FRANKEL,  CHAIET, STIVELMAN, EISINGER & SHEIR, P. A."
"ATTORNEY/LAWYER","19547","SCHROEDER, NICHOLAS T.","1986-03-01T00:00:00.000","4010 NEWBERRY RD, STE. D","4010   NEWBERRY RD, STE. D","GAINESVILLE","352-376-8118","NSCHROEDER@BELLSOUTH.NET","NICHOLAS  SCHROEDER"
"ATTORNEY/LAWYER","13409","GARY S. EDINGER P.A.","1993-11-01T00:00:00.000","305 NE 1ST ST","305 NE 1ST ST","GAINESVILLE","352-338-4440","gsedinger12@gmail.com","GARY  EDINGER"
"ATTORNEY/LAWYER","31015","GALIGANI LAW FIRM, LLC","2004-11-01T00:00:00.000","317 NE 1ST ST","317 NE 1ST ST","GAINESVILLE","352-375-0812","DEAN@GALIGANILAW.COM","GALIGANI LAW FIRM, LLC"
"ATTORNEY/LAWYER","40408","LAW OFFICE OF MATTHEW BIRK, THE","2013-08-12T00:00:00.000","309 NE 1ST ST","309 NE 1ST ST","GAINESVILLE","352-244-2069","MBIRK@GAINESVILLEEMPLOYMENTLAW.COM","MATTHEW  BIRK"
"ATTORNEY/LAWYER","40671","MCNEAL LEGAL LLC","2013-09-16T00:00:00.000","2830 NW 41ST ST, STE L","2830 NW 41ST ST, STE L","GAINESVILLE","352-283-8151","KELLY@MCNEALLEGAL.COM","MCNEAL LEGAL LLC"
"ATTORNEY/LAWYER","27202","SALMON, WILLIAM B.","2001-10-22T00:00:00.000","410 SE 4TH AVE, STE A","410 SE 4TH AVE, STE A","GAINESVILLE","352-378-6076","BILLSALMONATTY@BELLSOUTH.NET","WILLIAM  SALMON"
"ATTORNEY/LAWYER","14951","HANSON, SVEN W.","1996-01-09T00:00:00.000","1617 NW 16TH AVE","P.O. BOX 357429","GAINESVILLE","352-375-0082","SWHANSON@BELLSOUTH.NET","SVEN  HANSON"
"ATTORNEY/LAWYER","13212","DONNELLY & GROSS, P.L.L.C.","1995-09-25T00:00:00.000","2421 NW 41ST ST, SUITE A-1","2421 NW 41ST ST, SUITE A-1","GAINESVILLE","352-374-4001","patty@donnellygross.com","CORPORATION  DONNELLY & GROSS, P.L.L.C."
"ATTORNEY/LAWYER","11180","BERNSTEIN, STEPHEN N., P.A.","1981-01-01T00:00:00.000","500 E UNIVERSITY AVE, STE. E","500 E UNIVERSITY AVE, STE. E","GAINESVILLE","352-373-9555","snblaw@gmail.com","STEPHEN  BERNSTEIN"
"ATTORNEY/LAWYER","43130","WALTON, LANTAFF, SCHROEDER","2017-12-11T00:00:00.000","2233 NW 41ST ST, STE 400-D","2233 NW 41ST ST, STE 400-D","GAINESVILLE","352-260-4014","JJOY@WALTONLANTAFF.COM","WALTON, LANTAFF,  SCHROEDER & CARSON, LLP"
"ATTORNEY/LAWYER","40950","MICHELLE L. FARKAS, P.A.","2014-05-22T00:00:00.000","02114 NW 40TH TER, SUITE C2","P.O. BOX 358522","GAINESVILLE","352-377-5854","michelle@mfarkas-law.com","MICHELLE L. FARKAS, P.A."
"ATTORNEY/LAWYER","17151","MCMICHAEL, ALAN E.","1984-11-02T00:00:00.000","527 E UNIVERSITY AVE","527 E UNIVERSITY AVE","GAINESVILLE","352-538-1354","ALAN@ALANMCMICHAEL.COM","THE MCMICHAEL LAW FIRM, PL"
"ATTORNEY/LAWYER","32084","SMAHA, KATHERINE M., P.A.","2005-01-01T00:00:00.000","1020 NE 7TH AVE","1020 NE 7TH AVE","GAINESVILLE","352-213-3122","KATHI32601@HOTMAIL.COM","KATHERINE M. SMAHA, P.A."
"NOTARY PUBLIC","44802","ALLEN, JEFFI L","2021-07-27T00:00:00.000","1015 SE 9TH ST","1015 SE 9TH ST","GAINESVILLE","352-214-7966","JALLENSERVICES352@GMAIL.COM","JEFFI L ALLEN"
"ATTORNEY/LAWYER","42783","SCRUGGS, CARMICHAEL & WERSHOW, P.A.","2016-05-01T00:00:00.000","2234 NW 40TH TER, STE B","1 SE 1ST AVE","GAINESVILLE","352-376-5242","CINDYC@SCWLEGAL.ORG","SCRUGGS, CARMICHAEL & WERSHOW, P.A."
"ATTORNEY/LAWYER","44183","DUNMORE, PAMELA C. P.A.","2018-09-28T00:00:00.000","239 SW 7TH TER, SUITE C","239 SW 7TH TER, SUITE C","GAINESVILLE","352-373-1521","PCD@DUNMORELAW.COM","PAMELA  DUNMORE"
"ATTORNEY/LAWYER","45209","AE IMMIGRATION LAW OFFICE, P.A.","2017-01-01T00:00:00.000","4509 NW 23RD AVE, STE 19F","PO BOX 358424","GAINESVILLE","321-330-9060","AEIMMIGRATIONLAWOFFICE@GMAIL.COM","AE IMMIGRATION  LAW OFFICE, P.A."
"ATTORNEY/LAWYER","10819","AVERA & SMITH, LLP","2003-10-01T00:00:00.000","2814 SW 13TH ST","2814 SW 13TH ST","GAINESVILLE","352-372-9999","DNORRIS@AVERA.COM","MARK  AVERA"
"ATTORNEY/LAWYER","39779","JOHN A. RAMSEY, JR. P.A.","2012-01-01T00:00:00.000","537 NE 1ST ST, SUITE 3","537 NE 1ST ST, SUITE 3","GAINESVILLE","352-505-6642","RAMLAW@WINDSTREAM.NET","JOHN A. RAMSEY, JR. P.A."
"ATTORNEY/LAWYER","20291","STERN, ROBERT A., P.A.","1986-08-01T00:00:00.000","537 NE 1ST ST, STE. 5","537 NE 1ST ST, STE. 5","GAINESVILLE","352-373-8502","RSTERN5557@AOL.COM","ROBERT  STERN"
"ATTORNEY/LAWYER","14704","JAMES F. GRAY, P.A.","1991-12-15T00:00:00.000","3615 NW 13TH ST, SUITE B","3615 NW 13TH ST, SUITE B","GAINESVILLE","352-371-6303","DEIRDRE1958@AOL.COM","JAMES F. GRAY, P.A."
"ATTORNEY/LAWYER","27180","MACDONALD, KATHERINE E.","1984-05-01T00:00:00.000","2233 NW 41ST ST, STE 300-D","2233 NW 41ST ST, STE 300-D","GAINESVILLE","352-373-6323","kemlaw3@gmail.com","KATHERINE  MACDONALD"
"ATTORNEY/LAWYER","27152","PYE, THOMAS G.","2001-07-16T00:00:00.000","3909 NEWBERRY RD, STE. C","3909 NEWBERRY RD, STE. C","GAINESVILLE","352-381-9799","TOM@PYELAW.COM","THOMAS  PYE"
"ATTORNEY/LAWYER","20190","SPRINGFIELD LAW, P.A.","1985-07-01T00:00:00.000","806 NW 16TH AVE, SUITE B","806 NW 16TH AVE, SUITE B","GAINESVILLE","352-371-9909","EMORY@SPRINGFIELDLAWPA.COM","SPRINGFIELD LAW, P.A."
"ATTORNEY/LAWYER","42056","FARAH & FARAH, P.A.","2014-06-01T00:00:00.000","1511 NW 6TH ST","10 WEST ADAMS ST","JACKSONVILLE","352-240-7700","HTALLON@FARAHANDFARAH.COM","FARAH & FARAH, P.A."
"ATTORNEY/LAWYER","19510","SCHAFFNIT, GILBERT A.","1984-01-16T00:00:00.000","719 NE 1ST ST","719 NE 1ST ST","GAINESVILLE","352-378-6593","GASLAW@GMAIL.COM","GILBERT  SCHAFFNIT"
"ATTORNEY/LAWYER","38840","FLORIDA JUSTICE GROUP, LLC","2011-03-01T00:00:00.000","305 NE 1ST ST","305 NE 1ST ST","GAINESVILLE","352-505-7497","YVENS@MYJUSTICEGROUP.COM","FLORIDA JUSTICE GROUP, LLC"
"ATTORNEY/LAWYER","28593","CHANDLER, LANG, HASWELL, & COLE, P.A.","2002-09-10T00:00:00.000","726 NE 1ST ST","P O BOX 5877","GAINESVILLE","352-376-5226","MCHESNUT@CHANDLERLANG.COM","CHANDLER, LANG,  HASWELL, & COLE, P.A."
"ATTORNEY/LAWYER","44901","ALBA & STRAILE, PLLC","2021-10-01T00:00:00.000","2700 NW 43RD ST, SUITE D","2700 NW 43RD ST, SUITE D","GAINESVILLE","352-371-9141","CASTRIALE@FULLFOCUSLAW.COM","ALBA & STRAILE, PLLC"
"ATTORNEY/LAWYER","30750","HERTZ, DARBY F.","2004-08-02T00:00:00.000","618 NE 1ST ST","618 NE 1ST ST","GAINESVILLE","352-378-2268","darbylaw@bellsouth.net","DARBY  HERTZ"
"ATTORNEY/LAWYER","43993","MOREY HEALTH LAW, PLLC","2019-08-01T00:00:00.000","2750 NW 43RD ST, SUITE 102","2750 NW 43RD ST, SUITE 102","GAINESVILLE","352-538-0379","amorey@moreyhealthlaw.com","MOREY  HEALTH LAW, PLLC"
"ATTORNEY/LAWYER","44020","LAW OFFICES OF G. JOE D'AMATA, LLC","2019-08-01T00:00:00.000","2630 NW 41ST ST, STE D2","1726 SW 82ND DR","GAINESVILLE","352-672-0153","JOE@DAMATALAW.COM","LAW OFFICES  OF G. JOE D'AMATA, LLC"
"ATTORNEY/LAWYER","24998","QUIRK, KEVIN","1998-06-01T00:00:00.000","5538 NW 43RD ST, SUITE A","5538 NW 43RD ST, SUITE A","GAINESVILLE","352-378-2828","BQLAW@BELLSOUTH.NET","KEVIN QUIRK  MICHAEL BARBARETTE &"
"ATTORNEY/LAWYER","43188","WILSON, JESSICA A.","2018-02-13T00:00:00.000","1208 NE 4TH ST","P.O. BOX 5716","GAINESVILLE","352-792-6346","jessicawilsonesq@outlook.com","JESSICA  WILSON"
"ATTORNEY/LAWYER","44326","BOSSHARDT LAW GROUP LLC","2020-01-01T00:00:00.000","5532 NW 43RD ST","5532 NW 43RD ST","GAINESVILLE","352-240-3218","KIM@BOSSHARDTLAW.COM","BOSSHARDT LAW GROUP LLC"
"ATTORNEY/LAWYER","41481","SALKIN LAW FIRM, THE","2015-03-10T00:00:00.000","4735 NW 53RD AVE, STE B","4735 NW 53RD AVE, STE B","GAINESVILLE","352-225-3920","SONYA@MSBANKRUPT.COM","SALKIN LAW FIRM P.A., THE"
"ATTORNEY/LAWYER","21341","WARD, PETER H.","1995-09-18T00:00:00.000","4001 NEWBERRY RD, STE. C-1","4001 NEWBERRY RD, STE. C-1","GAINESVILLE","352-377-4761",,"PETER  H. WARD"
"ATTORNEY/LAWYER","29679","SWANSON, CYNTHIA S","2003-01-01T00:00:00.000","4329 NW 10TH PL","PO BOX 357235","GAINESVILLE","352-375-5602","CYNTHIA.SWANSON@SWANSONLAWCENTER.COM","SWANSON LAW CENTER, P.A."
"ATTORNEY/LAWYER","44362","LAW OFFICE OF FRANK P. SAIER, P.A.","2020-02-10T00:00:00.000","4110 NW 37TH PL, STE B","4110 NW 37TH PL, STE B","GAINESVILLE","352-377-6111","FRANK@FRANKSAIERLAW.COM","LAW OFFICE OF  FRANK P. SAIER, P.A."
"ATTORNEY/LAWYER","41324","GRAY ROBINSON, P.A.","2014-01-27T00:00:00.000","643 SW 4TH AVE, STE 110","643 SW 4TH AVE, STE 110","GAINESVILLE","352-376-6400","ANGELA.HAMILTON@GRAY-ROBINSON.COM","GRAY ROBINSON, P.A."
"ATTORNEY/LAWYER","27892","BARBARETTE, MICHAEL","2002-02-04T00:00:00.000","5538 NW 43RD ST, SUITE A","5538 NW 43RD ST, SUITE A","GAINESVILLE","352-378-2828","BQLAW@BELLSOUTH.NET","MICHAEL  BARBARETTE"
"ATTORNEY/LAWYER","44874","MICHAEL HINES LAW, P.A.","2021-09-07T00:00:00.000","106 NW 2ND AVE","106 NW 2ND AVE","GAINESVILLE","352-926-1312","MICHAEL@MICHAELHINESLAWFIRM.COM","MICHAEL  HINES"
"ATTORNEY/LAWYER","40366","HOLDEN, ROSCOW & CAEDINGTON,  PL","2010-05-04T00:00:00.000","5608 NW 43RD ST","5608 NW 43RD ST","GAINESVILLE","352-373-7788","JOHN@GNV-LAW.COM","HOLDEN,  ROSCOW & CAEDINGTON,  PL"
"ATTORNEY/LAWYER","19845","TERRY N.SILVERMAN, P.A.","1995-12-07T00:00:00.000","2770 NW 43RD ST, STE. A","2770 NW 43RD ST, STE. A","GAINESVILLE","352-377-0770","TSILVERMAN@GAINESVILLELAW.COM","TERRY N.SILVERMAN, P.A."
"ATTORNEY/LAWYER","43081","DELL GRAHAM, P.A.","2017-10-01T00:00:00.000","2631 NW 41ST ST, BLDG B","2631 NW 41ST ST, BLDG B","GAINESVILLE","352-416-0066","DAVID.DELANEY@DELLGRAHAM.COM","DELL GRAHAM, P.A."
"ATTORNEY/LAWYER","11405","BOONE, SAM W., JR.","1995-12-27T00:00:00.000","4545 NW 8TH AVE, SUITE A","4545 NW 8TH AVE, SUITE A","GAINESVILLE","352-374-8308","SBOONE@BOONELAW.COM","SAM  BOONE"
"ATTORNEY/LAWYER","15854","JOHNSON & OSTERYOUNG, PA","1979-06-01T00:00:00.000","226 SW 2ND ST","226 SW 2ND ST","GAINESVILLE","352-372-6947","HUNTLEYJOHNSON1@GMAIL.COM","JOHNSON & OSTERYOUNG, PA"
"ATTORNEY/LAWYER","22575","MARRAFFINO, LAWRENCE J., P.A.","1996-10-15T00:00:00.000","3312 W UNIVERSITY AVE, SUITE 2","3312 W UNIVERSITY AVE, SUITE 2","GAINESVILLE","352-376-0102","LJM@LJMPA.COM","LAWRENCE  MARRAFFINO PA"
"ATTORNEY/LAWYER","45253","MORGAN & MORGAN","2019-12-01T00:00:00.000","104 N MAIN ST","76 S LAURA ST, STE 1100","JACKSONVILLE","904-398-2722","JBIGGART@FORTHEPEOPLE.COM","MORGAN & MORGAN, JACKSONVILLE, PLLC"
"ATTORNEY/LAWYER","38270","RAYMOND F BRADY, P.L.","2009-09-28T00:00:00.000","1719 NW 23RD AVE, STE 3F","1719 NW 23RD AVE, STE 3F","GAINESVILLE","352-554-5328","rbrady1959@gmail.com","RAYMOND F. BRADY, P.L."
"ATTORNEY/LAWYER","43221","SHANE R BACHMAN, PA","2018-02-26T00:00:00.000","1109 NW 23RD AVE, STE A-3","PO BOX 357922","GAINESVILLE","352-872-2710","srbachmanlaw@gmail.com","SHANE  R BACHMAN, PA"
"ATTORNEY/LAWYER","34243","DUFFY, PATRICIA J.","2007-01-01T00:00:00.000","855 E UNIVERSITY AVE","855 E UNIVERSITY AVE","GAINESVILLE","352-505-8900","MASSEYLAW@GMAIL.COM","PATRICIA  DUFFY"
