"registry_number","business_name","entity_type","registry_date","nonprofit_type","associated_name_type","first_name","middle_name","last_name","suffix","not_of_record_entity","entity_of_record_reg_number","entity_of_record_name","address","address_continued","city","state","zip_code"
"3287414","NEWBERG MASONIC TEMPLE ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1929-05-28 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"402 E SHERIDAN ST",,"NEWBERG","OR","97132"
"4107413","ROTARY CLUB OF NEWBERG, OREGON","DOMESTIC NONPROFIT CORPORATION","1939-12-28 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"PO BOX 703",,"NEWBERG","OR","97132"
"4197711","CHEHALEM VALLEY CHAMBER OF COMMERCE","DOMESTIC NONPROFIT CORPORATION","1941-09-25 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"112 N GARFIELD STREET","SUITE 103","NEWBERG","OR","97132"
"4326310","FERNWOOD GRANGE NO. 770","DOMESTIC NONPROFIT CORPORATION","1945-08-13 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"216 N SPRINGBROOK RD",,"NEWBERG","OR","97132"
"45348083","NEWBERG BOAT CLUB","DOMESTIC NONPROFIT CORPORATION","1948-05-05 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"509 E THIRD",,"NEWBERG","OR","97132"
"5414115","KIWANIS CLUB OF NEWBERG, OREGON","DOMESTIC NONPROFIT CORPORATION","1954-09-16 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"414 N MERIDIAN",,"NEWBERG","OR","97132"
"5490313","GIBBS COMMUNITY CLUB","DOMESTIC NONPROFIT CORPORATION","1955-03-15 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"15955 NE QUARRY RD",,"NEWBERG","OR","97132"
"5859517","GEORGE L. WRIGHT POST NO. 4015 VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.","DOMESTIC NONPROFIT CORPORATION","1957-06-24 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"200 S COLLEGE ST",,"NEWBERG","OR","97132"
"6913016","GEORGE FOX UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","1962-06-28 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"414 N MERIDIAN ST",,"NEWBERG","OR","97132"
"7627219","CHEHALEM TERRACE WATER COMPANY","DOMESTIC NONPROFIT CORPORATION","1965-07-23 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"916 NE CAMELIA DR",,"NEWBERG","OR","97132"
"7987217","FERNWOOD PIONEER CEMETERY ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1967-01-26 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"500 S EVEREST RD",,"NEWBERG","OR","97132"
