"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting,,04/24/2020 07:30:00 AM,04/24/2020 01:30:00 PM,1500 SW 1st Ave. Suite #770,Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Dental Therapy Rules Oversight Committee Meeting,,11/10/2021 05:00:00 PM,11/10/2021 07:00:00 PM,"1500 SW 1st Ave., Suite #770",Portland,OR,,,Stephen Prisby,,stephen.prisby@oregondentistry.org,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Special Teleconference Board Meeting,,02/05/2020 11:30:00 AM,02/05/2020 12:30:00 PM,"1500 SW 1st Ave, Suite #770",Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting,,04/24/2020 07:30:00 AM,04/24/2020 01:30:00 PM,1500 SW 1st Ave. Suite #770,Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Dental Hygiene Committee Meeting,,01/21/2016 06:00:00 PM,01/21/2016 07:00:00 PM,1500 SW 1st Ave. Suite 770, Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Rules Oversight Committee Meeting,,03/26/2015 06:00:00 PM,03/26/2015 07:00:00 PM,"1500 SW 1st Ave., Suite 770", Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Special Teleconference Board Meeting,,11/12/2015 06:00:00 PM,11/12/2015 07:00:00 PM,Teleconference Call, Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting,,06/23/2017 07:30:00 AM,06/23/2017 03:00:00 PM,"1500 SW 1st AVe., Suite #770", Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Pre-Strategic Planning Session Board Dinner,,04/22/2016 05:00:00 PM,01/08/2016 08:00:00 PM,Nel Centro Restaurant - 1408 SW 6th Ave. , Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Administrative Workgroup Meeting,,08/03/2016 12:00:00 PM,08/03/2016 01:00:00 PM,"1500 SW 1st Ave., Suite# 770", Portland,OR,,,Stephen,Prisby,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Special Teleconference Board Meeting,,05/04/2016 01:00:00 PM,05/04/2016 01:30:00 PM,"1500 SW 1st Ave., Suite #770", Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Anesthesia Office Evaluation Workgroup Meeting,,02/08/2018 06:30:00 PM,02/08/2018 08:30:00 PM,1500 SW 1st Ave. Suite #770, Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting,,02/21/2020 07:30:00 AM,02/21/2020 03:00:00 PM,"1500 SW 1st Ave., Suite #770",Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Dentistry, Oregon Board of","February 10, 2012 - Board Meeting",Regularly Scheduled Meeting of the Board,02/10/2012 07:30:00 AM,02/03/2012 01:30:00 PM,"1600 SW 4th Ave., Ste # 770,", Portland,OR,,No,Lisa Warwick,(971) 673-3200,Lisa.Warwick@state.or.us,,,,Patrick Braatz,(971) 673-3200,Patrick.Braatz@state.or.us,,,,,http://www.oregon.gov/Dentistry/docs/Board_Agendas/BrdMtgAgenda20120210.pdf,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting ,Board Meeting,08/22/2014 07:30:00 AM,,"1500 SW 1st. Ave., 7th Floor Conference Room", Portland,OR,,No,lrwarwick,,lisa.warwick@state.or.us,,,,Stephen Prisby,(971) 673-3200,Stephen.Prisby@state.or.us,,,,,http://www.oregon.gov/dentistry/Pages/brd_agendas.aspx,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting ,Board Meeting,04/25/2014 07:30:00 AM,,"1500 SW 1st. Ave., 7th Floor Conference Room", Portland,OR,,No,Lisa Warwick,(971) 673-3200,lisa.warwick@state.or.us,,,,Stephen Prisby,(971) 673-3200,Stephen.Prisby@state.or.us,,,,,http://www.oregon.gov/dentistry/Pages/brd_agendas.aspx,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of","March 12, 2012 - Special TeleConfrence Board Meeting",Special Teleconference Meeting of the Board,03/12/2012 12:00:00 PM,,via Teleconfrene - Public welcome at Board office, Portland,OR,,No,Lisa Warwick,(971) 673-3200,Lisa.Warwick@state.or.us,,,,Patrick Braatz,(971) 673-3200,Patrick.Braatz@state.or.us,,,,,http://www.oregon.gov/Dentistry/docs/Board_Agendas/BrdMtgAgenda_Special_Teleconference20120312.pdf,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting ,Board Meeting,10/17/2014 07:30:00 AM,,"1500 SW 1st. Ave., 7th Floor Conference Room", Portland,OR,,No,Lisa Warwick,(971) 673-3200,lisa.warwick@state.or.us,,,,Stephen Prisby,(971) 673-3200,Stephen.Prisby@state.or.us,,,,,http://www.oregon.gov/dentistry/Pages/brd_agendas.aspx,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Rules Oversight Committee Meeting,Rules Oversight Committee Meeting,01/22/2013 07:00:00 PM,,"1600 SW 4th Ave., Ste # 770", Portland,OR,,No Public Comment Accepted ,Lisa Warwick,(971) 673-3200,lisa.warwick@state.or.us,,,,Stephen Prisby,(971) 673-3200,Stephen.Prisby@state.or.us,,,,,,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Dental Hygiene Committee Meeting,Dental Hygiene Committee Meeting,10/10/2013 07:00:00 PM,,"1600 SW 4th Ave., Ste # 770", Portland,OR,,No Public Comment Accepted ,Lisa Warwick,(971) 673-3200,lisa.warwick@state.or.us,,,,Stephen Prisby,(971) 673-3200,Stephen.Prisby@state.or.us,,,,,http://www.oregon.gov/dentistry/Pages/Committee-Information.aspx,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting ,Board Meeting,12/19/2014 07:30:00 AM,,"1500 SW 1st. Ave., 7th Floor Conference Room", Portland,OR,,No,Lisa Warwick,(971) 673-3200,lisa.warwick@state.or.us,,,,Stephen Prisby,(971) 673-3200,Stephen.Prisby@state.or.us,,,,,http://www.oregon.gov/dentistry/Pages/brd_agendas.aspx,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Regularly Scheduled Board Meeting ,Board Meeting,06/27/2014 07:30:00 AM,,"1500 SW 1st. Ave., 7th Floor Conference Room", Portland,OR,,No,Lisa Warwick,(971) 673-3200,lisa.warwick@state.or.us,,,,Stephen Prisby,(971) 673-3200,Stephen.Prisby@state.or.us,,,,,http://www.oregon.gov/dentistry/Pages/brd_agendas.aspx,lisa.warwick@state.or.us,,,,,,,
"Dentistry, Oregon Board of",Communications Committee Meeting,,01/26/2015 07:00:00 PM,01/26/2015 08:00:00 PM,1500 SW 1st AVe. Suite 770,Portland ,OR,,,Stephen Prisby,971-673-3200,stephen.prisby@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/dentistry/Pages/Committee-Information.aspx,,,,
