"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Mechanical Board,Mechanical Board,Building Codes Division/DCBS,12/05/2018 09:30:00 AM,12/05/2018 09:30:00 AM,Canceled, Salem,OR,Meeting has been canceled,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov/,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/mechanical.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/mechanical.aspx,,,,
"Boiler Rules, Board of",Board of Boiler Rules,Building Codes Division/DCBS,12/04/2018 09:30:00 AM,12/04/2018 12:00:00 PM,"1535 Edgewater St. NW, CR A", Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/boiler.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/boiler.aspx,,,,
Electrical & Elevator Board,Electrical & Elevator Board,Building Codes Division/DCBS,11/29/2018 09:30:00 AM,11/29/2018 12:00:00 PM,"1535 Edgewater St. NW, CR A", Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/elec-elev.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/elec-elev.aspx,,,,
Building Codes Structures Board,Building Codes Structures Board,Building Codes Division/DCBS,11/07/2018 09:30:00 AM,11/07/2018 12:00:00 PM,"1535 Edgewater St. NW, CR A", Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/bcsb.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/bcsb.aspx,,,,
Construction Industry Energy Board,Construction Industry Energy Board,Building Codes Division/DCBS,10/23/2018 09:30:00 AM,10/23/2018 12:00:00 PM,"1535 Edgewater St. NW, CR A", Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/energy.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/energy.aspx,,,,
"Plumbing Board, State",State Plumbing Board,Building Codes Division/DCBS,10/18/2018 09:30:00 AM,10/18/2018 12:00:00 PM,"1535 Edgewater St. NW, CR A", Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/plumbing.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/plumbing.aspx,,,,
Residential and Manufactured Structures Board,Residential and Manufactured Structures Board - Canceled,Building Codes Division/DCBS,10/03/2018 09:30:00 AM,10/03/2018 09:30:00 AM,Canceled, Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/rmsb.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/rmsb.aspx,,,,
Electrical & Elevator Board,Electrical & Elevator Board,Building Codes Division/DCBS,09/27/2018 09:30:00 AM,09/27/2018 12:00:00 PM,"1535 Edgewater St. NW, CR A", Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,debra.j.woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/elec-elev.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/elec-elev.aspx,,,,
"Boiler Rules, Board of",Board of Boiler Rules Canceled,Building Codes Division/DCBS,09/11/2018 09:30:00 AM,09/11/2018 09:30:00 AM,Canceled, Salem,OR,Meeting is canceled,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov/,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/boiler.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/boiler.aspx,,,,
"Plumbing Board, State",State Plumbing Board,Building Codes Division/DCBS,08/16/2018 09:30:00 AM,08/16/2018 12:00:00 PM,"1535 Edgewater St. NW, CR A", Salem,OR,,Yes,Debi Barnes-Woods,503-378-6787,Debra.J.Woods@oregon.gov,http://www.bcd.oregon.gov,,,,,,true,http://www.oregon.gov/bcd,,,http://www.oregon.gov/bcd/boards/Pages/plumbing.aspx,julie.e.waters@state.or.us,,,http://www.oregon.gov/bcd/boards/Pages/plumbing.aspx,,,,
