"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Medical Board, Oregon",EMERGENCY MEDICAL SERVICES ADVISORY COMMITTEE,,02/21/2020 09:00:00 AM,02/21/2020 05:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 6-member EMS Advisory Committee makes recommendations to the Board on scope of practice for EMS providers and other issues related to EMS in Oregon. Although the Oregon Health Authority issues licenses and investigates complaints against EMS providers, the Oregon Medical Board is charged with setting the scope of practice for each level of EMS provider and other issues related to EMS practice in Oregon.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",INVESTIGATIVE COMMITTEE,,05/07/2020 07:30:00 AM,05/07/2020 05:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 6-member Investigative Committee reviews investigations that have been conducted by OMB staff investigators, directs further investigative steps and interviews licensees who are under investigation, if appropriate. The Committee makes recommendations to the full Board regarding case resolutions. Note: This Committee meets almost entirely in Executive Session, which is closed to members of the general public. No final actions are taken in Executive Session.",,Gretchen Kingham,9716732700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",INVESTIGATIVE COMMITTEE,,12/03/2020 07:30:00 AM,12/03/2020 05:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 6-member Investigative Committee reviews investigations that have been conducted by OMB staff investigators, directs further investigative steps and interviews licensees who are under investigation, if appropriate. The Committee makes recommendations to the full Board regarding case resolutions. Note: This Committee meets almost entirely in Executive Session, which is closed to members of the general public. No final actions are taken in Executive Session.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",EMERGENCY MEDICAL SERVICES ADVISORY COMMITTEE,Canceled ,11/08/2019 09:00:00 AM,11/08/2019 03:00:00 PM,"1500 SW 1st Ave, Suite 620", Portland,OR,"The 6-member EMS Advisory Committee makes recommendations to the Board on scope of practice for EMS providers and other issues related to EMS in Oregon. Although the Oregon Health Authority issues licenses and investigates complaints against EMS providers, the Oregon Medical Board is charged with setting the scope of practice for each level of EMS provider and other issues related to EMS practice in Oregon.",,Gretchen Kingham ,971-673-2700,Gretchen.kingham@oregon.or.gov ,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",BOARD MEETING,,10/01/2020 08:00:00 AM,10/02/2020 05:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 14-member Board reviews cases and recommendations from the Board’s committees and makes final decisions. The Board determines whether an application for licensure should be granted, granted with limitations, or denied. The Board also determines the final resolution of investigatory cases. In addition, the Board sets policy, adopts administrative rules, and discusses issues relevant to the practice of medicine.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",INVESTIGATIVE COMMITTEE,,02/06/2020 07:30:00 AM,02/06/2020 05:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 6-member Investigative Committee reviews investigations that have been conducted by OMB staff investigators, directs further investigative steps and interviews licensees who are under investigation, if appropriate. The Committee makes recommendations to the full Board regarding case resolutions. Note: This Committee meets almost entirely in Executive Session, which is closed to members of the general public. No final actions are taken in Executive Session.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",ADMINISTRATIVE AFFAIRS COMMITTEE,,03/11/2020 05:00:00 PM,03/11/2020 07:30:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 6-member Administrative Affairs Committee reviews administrative issues such as application files with derogatory information and proposed administrative rule amendments. The Committee then makes recommendations to the Board on these administrative issues and other policy issues. Note: This Committee meets after regular business hours. Building security requires that visitors who arrive after 6:00 p.m. must provide ID to a building security guard. To expedite entry, please notify Board staff if you plan to attend this meeting.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,true,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",INVESTIGATIVE COMMITTEE,,09/03/2020 07:30:00 AM,09/03/2020 05:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 6-member Investigative Committee reviews investigations that have been conducted by OMB staff investigators, directs further investigative steps and interviews licensees who are under investigation, if appropriate. The Committee makes recommendations to the full Board regarding case resolutions. Note: This Committee meets almost entirely in Executive Session, which is closed to members of the general public. No final actions are taken in Executive Session.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",BOARD MEETING,,01/09/2020 08:00:00 AM,01/11/2020 05:00:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 13-member Board reviews cases and recommendations from the Board’s committees and makes final decisions. The Board determines whether an application for licensure should be granted, granted with limitations, or denied. The Board also determines the final resolution of investigatory cases. In addition, the Board sets policy, adopts administrative rules, and discusses issues relevant to the practice of medicine.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
"Medical Board, Oregon",ADMINISTRATIVE AFFAIRS COMMITTEE,,06/10/2020 05:00:00 PM,06/10/2020 07:30:00 PM,"1500 SW 1st Ave, Suite 620 ",Portland,OR,"The 6-member Acupuncture Advisory Committee makes recommendations to the Board on licensing, investigations, education, and issues related to acupuncture in Oregon. It is composed of three acupuncturists, two physicians, and one advisory Board member. Committee meetings occur twice a year, with additional meetings or conference calls if necessary.",,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,Jessica Bates,,Jessica.Bates@state.or.us,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,
