"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Clackamas ESD,Board of Directors Regular Session,Monthly Board Meeting,02/22/2012 07:00:00 PM,02/22/2012 09:00:00 PM,13455 SE 97th Ave,Clackamas,OR,,Yes,Shawnee Halligan,503-675-4004,shalliga@clackesd.k12.or.us,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,http://clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,,ccoppola@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Monthly Regular Session,06/11/2014 06:30:00 PM,,13455 SE 97th Avenue,Clackamas,OR,All meetings are scheduled to take place in the Mt. Hope conference room.,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,,http://www.clackesd.k12.or.us/about/board/meetingdates.pdf,,,,,,,,,pbonner@clackesd.k12.or.us,,,http://www.clackesd.k12.or.us/about/board/archives.html,,,,
Clackamas ESD,Board of Directors,Regular Session,12/19/2012 06:30:00 PM,12/19/2012 09:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,http://www.clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Clackamas ESD Regular Board Meeting,Board Meeting,09/19/2012 06:30:00 PM,09/19/2012 08:30:00 PM,Clackamas ESD,Clackamas,OR,,,Pam Bonner,503.675.4003,pbonner@clackesd.k12.or.us,http://clackesd.k12.or.us,http://clackesd.k12.or.us/about/maps/sunnybrook.pdf,,Pam Bonner,503.675.4003,pbonner@clackesk.k12.or.us,,,,,,ccoppola@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors Regular Session,Monthly Board Meeting,03/21/2012 06:30:00 PM,03/21/2012 09:00:00 PM,13455 SE 97th Ave,Clackamas,OR,,Yes,Cindy Bernert-Coppola,503-675-4003,ccoppola@clackesd.k12.or.us,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,http://clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,,ccoppola@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Monthly Regular Session,05/21/2014 06:30:00 PM,,13455 SE 97th Avenue,Clackamas,OR,All meetings are scheduled to take place in the Mt. Hope conference room.,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,,http://www.clackesd.k12.or.us/about/board/meetingdates.pdf,,,,,,,,,pbonner@clackesd.k12.or.us,,,http://www.clackesd.k12.or.us/about/board/archives.html,,,,
Clackamas ESD,Board of Directors,Monthly Regular Session,07/17/2013 06:30:00 PM,,13455 SE 97th Avenue,Clackamas,OR,All meetings are scheduled to take place in the Mt. Hope conference room.,,Pam Bonner,503.675.4003,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,,http://www.clackesd.k12.or.us/about/board/meetingdates.pdf,,,,,,,,,pbonner@clackesd.k12.or.us,,,http://www.clackesd.k12.or.us/about/board/archives.html,,,,
Clackamas ESD,Board of Directors,Regular Session,02/20/2013 06:30:00 PM,02/20/2013 09:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,http://www.clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Regular Session,01/16/2013 06:30:00 PM,01/16/2013 09:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,http://www.clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Regular Session,04/17/2013 06:30:00 PM,04/17/2013 09:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,http://www.clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors Regular Session,Monthly Board Meeting,05/16/2012 06:30:00 PM,05/16/2012 09:00:00 PM,13455 SE 97th Ave,Clackamas,OR,,Yes,Cindy Bernert-Coppola,503-675-4003,ccoppola@clackesd.k12.or.us,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,http://clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,,ccoppola@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Regular Session,10/17/2012 06:30:00 PM,10/17/2012 09:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,http://www.clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Regular Session,05/15/2013 06:30:00 PM,05/15/2013 09:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,http://www.clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Regular Session,04/15/2015 06:30:00 PM,04/15/2015 08:30:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,503.675.4003,pbonner@clackesd.k12.or.us,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Clackamas ESD,Board of Directors,Monthly Regular Session,01/22/2014 06:30:00 PM,,13455 SE 97th Avenue,Clackamas,OR,"PLEASE NOTE: The decision to change the date of the January meeting was made by the Board on December 18, 2013. 

All meetings are scheduled to take place in the Mt. Hope conference room.",,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,,http://www.clackesd.k12.or.us/about/board/meetingdates.pdf,,,,,,,,,pbonner@clackesd.k12.or.us,,,http://www.clackesd.k12.or.us/about/board/archives.html,,,,
Clackamas ESD,Board of Directors,Regular Session,06/19/2013 06:30:00 PM,06/19/2013 09:00:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,,pbonner@clackesd.k12.or.us,http://www.clackesd.k12.or.us/index.html,http://www.clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,,,,,
Clackamas ESD,Board of Directors,Regular Session,10/15/2014 06:30:00 PM,10/15/2014 08:30:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,503.675.4003,pbonner@clackesd.k12.or.us,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Clackamas ESD,Board of Directors,Regular Session,09/17/2014 06:30:00 PM,09/17/2014 08:30:00 PM,13455 SE 97th Avenue,Clackamas,OR,,,Pam Bonner,503.675.4003,pbonner@clackesd.k12.or.us,,,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,pbonner@clackesd.k12.or.us,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Clackamas ESD,Board of Directors Regular Session,Monthly Board Meeting,06/20/2012 06:30:00 PM,06/20/2012 09:00:00 PM,13455 SE 97th Ave,Clackamas,OR,,Yes,Cindy Bernert-Coppola,503-675-4003,ccoppola@clackesd.k12.or.us,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,http://clackesd.k12.or.us/about/maps/sunnybrook.pdf,,,,,,,,,,ccoppola@clackesd.k12.or.us,,,,,,,
