"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Environmental Quality Dept.,Oregon Recycling System Advisory Council Meeting // Reunión Consejo Asesor del Sistema de Reciclaje de Oregon,,08/18/2022 02:00:00 PM,08/18/2022 05:00:00 PM,Zoom (Remote only),Portland,OR,"Oregon Recycling System Advisory Council Meeting // Reunión Consejo Asesor del Sistema de Reciclaje de Oregon
•	When: Aug 18, 2022 02:00 Pacific Time
•	Register in advance for this webinar // Regístrese con anticipación para este seminario web https://us02web.zoom.us/webinar/register/WN_yebppNgNTmGvdg4isdfl1w

After registering, you will receive a confirmation email containing information about joining the webinar.

An agenda will be posted in advance of the meeting here: https://www.oregon.gov/deq/recycling/Pages/ORSAC.aspx

La agenda se publicará antes de la reunión aquí: https://www.oregon.gov/deq/recycling/Pages/ORSAC.aspx

",,Alex Bertolucci,15032298446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/webinar/register/WN_yebppNgNTmGvdg4isdfl1w,,,,,,,,,,,
Environmental Quality Dept.,Truth In Labeling Task Force Meeting #8 (Final meeting),"Final meeting of Oregon's Truth in Labeling Task Force, part of the Recycling Modernization Act",05/23/2022 02:30:00 PM,05/23/2022 04:30:00 PM,Zoom (Remote only),Portland,OR,"The final meeting of Oregon’s Truth In Labeling Task Force, part of the Recycling Modernization Act, will take place on May 23, 2022, 2:30 – 4:30 p.m. Pacific Time via Zoom.

Register in advance for this meeting: https://us02web.zoom.us/meeting/register/tZEsfu6prjkoHtaxCGKsEL_yH8nv33mIUZHI 

After registering, you will receive a confirmation email containing information about joining the meeting.

The meeting is open to the public to view and listen. Public comment will not be accepted.

Meeting materials and background information will be available on the TIL website: https://www.oregon.gov/deq/recycling/Pages/tiltaskforce.aspx
",,Alex Bertolucci,5032298446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/meeting/register/tZEsfu6prjkoHtaxCGKsEL_yH8nv33mIUZHI,,,,,,,,,,,
Environmental Quality Dept.,Truth In Labeling Work Session ,,05/20/2022 11:00:00 AM,05/20/2022 12:00:00 PM,Zoom (Remote only),Portland,OR,"This work session time is reserved to work on the Truth In Labeling Task Force, which is part of the Plastic Pollution and Recycling Modernization Act signed by Governor Brown on Aug. 6, 2021. 

Register in advance: https://us02web.zoom.us/meeting/register/tZAocu6orDwrGNOjTTKA3z-0HxlsGXexLq5U

",,Alex Bertolucci,15032298446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,,,,,,,,,,,,
Environmental Quality Dept.,Truth In Labeling Task Force Meeting #7,"Seventh meeting of Oregon's Truth in Labeling Task Force, part of the Recycling Modernization Act",05/16/2022 02:00:00 PM,05/16/2022 04:00:00 PM,Zoom (Remote only),Portland ,OR,"The seventh meeting of Oregon’s Truth In Labeling Task Force, part of the Recycling Modernization Act, will take place on May 16, 2022, 2 - 4 p.m. Pacific Time via Zoom.

Register in advance for this meeting: https://us02web.zoom.us/meeting/register/tZEkcO-pqD0tEtZzSAkdGOrBgmhd3-SpNQqV

After registering, you will receive a confirmation email containing information about joining the meeting.

The meeting is open to the public to view and listen. Public comment will not be accepted.

Meeting materials and background information will be available on the TIL website: https://www.oregon.gov/deq/recycling/Pages/tiltaskforce.aspx
",,Alex Bertolucci,503-229-8446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/meeting/register/tZEkcO-pqD0tEtZzSAkdGOrBgmhd3-SpNQqV,,,,,,,,,,,
Environmental Quality Dept.,Oregon Recycling System Advisory Council Meeting // Reunión Consejo Asesor del Sistema de Reciclaje de Oregon ,,05/11/2022 09:00:00 AM,05/11/2022 11:00:00 AM,Zoom (Remote only),Portland,OR,"Oregon Recycling System Advisory Council Meeting // Reunión Consejo Asesor del Sistema de Reciclaje de Oregon 

May 11, 2022 9 a.m. Pacific Time  

Register in advance for this webinar: https://us02web.zoom.us/webinar/register/WN_3U_PPK9hTjqd5sHrZfs00g  

After registering, you will receive a confirmation email containing information about joining the webinar.

The agenda will be posted on the ORSAC webpage when its ready - https://www.oregon.gov/deq/recycling/Pages/ORSAC.aspx
",,Alex Bertolucci,15032298446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/webinar/register/WN_3U_PPK9hTjqd5sHrZfs00g   (https://us02web.zoom.us/webinar/register/WN_3U_PPK9hTjqd5sHrZfs00g%20%20),,,,,,,,,,,
Environmental Quality Dept.,Truth In Labeling Task Force Meeting #6,"Sixth meeting of Oregon's Truth in Labeling Task Force, part of the Recycling Modernization Act",05/04/2022 02:00:00 PM,05/04/2022 04:00:00 PM,Zoom (Remote only),Portland ,OR,"The sixth meeting of Oregon’s Truth In Labeling Task Force, part of the Recycling Modernization Act, will take place on May 4, 2022, 2 - 4 p.m. Pacific Time via Zoom.

Register in advance for this meeting: https://us02web.zoom.us/meeting/register/tZAtcu2spjsiGtJ34M6aP9bmqoMpPtB4XIKa 

After registering, you will receive a confirmation email containing information about joining the meeting.

The meeting is open to the public to view and listen. Public comment will not be accepted.

Meeting materials and background information will be available on the TIL website: https://www.oregon.gov/deq/recycling/Pages/tiltaskforce.aspx
",,Alex Bertolucci,503-229-8446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/meeting/register/tZAtcu2spjsiGtJ34M6aP9bmqoMpPtB4XIKa,,,,,,,,,,,
Environmental Quality Dept.,Truth in Labeling Task Force Meeting #5,"Fifth meeting of Oregon's Truth in Labeling Task Force, part of the Recycling Modernization Act",04/20/2022 01:30:00 PM,04/20/2022 03:00:00 PM,Zoom (Remote only),Portland ,OR,"The fifth meeting of Oregon’s Truth In Labeling Task Force, part of the Recycling Modernization Act, will take place on April 20, 2022, 1:30 - 3 p.m. Pacific Time via Zoom.

Register in advance for this meeting: https://us02web.zoom.us/meeting/register/tZYtdemsrjgjGNX_iQgiaYo5uvyI4mZdlK1I 

After registering, you will receive a confirmation email containing information about joining the meeting.

The meeting is open to the public to view and listen. Public comment will not be accepted.

Meeting materials and background information will be available on the TIL website: https://www.oregon.gov/deq/recycling/Pages/tiltaskforce.aspx
",,Alex Bertolucci,503-229-8446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/meeting/register/tZYtdemsrjgjGNX_iQgiaYo5uvyI4mZdlK1I,,,,,,,,,,,
Environmental Quality Dept.,Oregon E-Cycles program informational meeting ,"DEQ will share information about its draft 2023 E-cycles collection goal, and timeline for developing a legislative concept for 2023 legislative session",04/13/2022 11:00:00 AM,04/13/2022 12:00:00 PM,Zoom Meeting,Portland ,OR,"DEQ is hosting an informational meeting about the Oregon E-Cycles program on Wednesday April 13, 2022 from 11 AM to noon Pacific time.

DEQ will share information about its:
•	Draft 2023 E-cycles collection goal, which the agency plans to post for public input April 11-22, 2022
•	Timeline for developing a legislative concept for 2023 legislative session

Join Zoom Meeting
https://us02web.zoom.us/j/83302750752?pwd=c1NJL3gxQ3FOdXh2aFQ1alkyWThoUT09

Meeting ID: 833 0275 0752
Passcode: 093011
One tap mobile
+12532158782,,83302750752#,,,,*093011# US (Tacoma)
+13462487799,,83302750752#,,,,*093011# US (Houston)

Dial by your location
        +1 253 215 8782 US (Tacoma)
        +1 346 248 7799 US (Houston)
        +1 669 900 6833 US (San Jose)
        +1 301 715 8592 US (Washington DC)
        +1 312 626 6799 US (Chicago)
        +1 929 436 2866 US (New York)
        833 548 0276 US Toll-free
        833 548 0282 US Toll-free
        877 853 5257 US Toll-free
        888 475 4499 US Toll-free
Meeting ID: 833 0275 0752
Passcode: 093011
Find your local number: https://us02web.zoom.us/u/kqPoyOkc

You may sign up for email notifications about Oregon E-Cycles at https://public.govdelivery.com/accounts/ORDEQ/subscriber/new?topic_id=ORDEQ_554. 
",,Cheryl Grabham ,,cheryl.grabham@deq.state.or.us,,,,,,,,https://us02web.zoom.us/j/83302750752?pwd=c1NJL3gxQ3FOdXh2aFQ1alkyWThoUT09,,,,,,,,,,,
Environmental Quality Dept.,Truth In Labeling Task Force Meeting #4,"Fourth meeting of Oregon's Truth in Labeling Task Force, part of the Recycling Modernization Act",04/04/2022 09:00:00 AM,04/04/2022 11:00:00 AM,Zoom (Remote only),Portland ,OR,"The fourth meeting of Oregon’s Truth In Labeling Task Force, part of the Recycling Modernization Act, will take place on April 4, 2022 from 9-11 a.m. Pacific Time via Zoom. 

Register in advance for this meeting: https://us02web.zoom.us/meeting/register/tZUpduGqrjwjHdYKiZ8SLtSLrtkk28BAPnWB
After registering, you will receive a confirmation email containing information about joining the meeting.

The meeting is open to the public to view and listen. Public comment will not be accepted. 

Meeting materials and background information will be available on the TIL website: https://www.oregon.gov/deq/recycling/Pages/tiltaskforce.aspx ",,Alex Bertolucci,503-229-8446,Alex.Bertolucci@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/meeting/register/tZUpduGqrjwjHdYKiZ8SLtSLrtkk28BAPnWB,,,,,,,,,,,
Environmental Quality Dept.,Technical Workgroup on “Material Lists” - Meeting #1 ,First meeting of Oregon's Technical Workgroup on “Material Lists” (Section 22 of the Recycling Modernization Act),03/23/2022 08:30:00 AM,03/23/2022 11:30:00 AM,Zoom (Remote only),Portland ,OR,"The first meeting of Oregon's Technical Workgroup on “Material Lists” (Section 22 of the Recycling Modernization Act) will take place on Thursday, March 23 from 8:30 – 11:30 a.m. Pacific Time via Zoom. 

Register in advance for this meeting:
https://us02web.zoom.us/meeting/register/tZYlfuqurD8iHNNUFmbBvMD0uomFKk370WYp 

After registering, you will receive a confirmation email containing information about joining the meeting.

More information – including a meeting agenda and background materials – will be posted on the project website a week or two in advance of the meeting. For a high-level introduction to the project, including an open Request for Information, visit https://www.oregon.gov/deq/recycling/Pages/Material-Lists.aspx",No,David Allaway ,,David.Allaway@deq.oregon.gov,,,,,,,,https://us02web.zoom.us/meeting/register/tZYlfuqurD8iHNNUFmbBvMD0uomFKk370WYp  (https://us02web.zoom.us/meeting/register/tZYlfuqurD8iHNNUFmbBvMD0uomFKk370WYp%20),,,,,,,,,,,
