"arrest_date","charge","age","race","sex"
"2019-01-01T00:00:00.000","POSSESSION OF MARIJUANA, M","39","B","M"
"2019-01-01T00:00:00.000","POSSESSION OF MARIJUANA - FIRST OFFENSE, M","66","B","M"
"2019-01-02T00:00:00.000","POSSESSION OF MARIJUANA - FIRST OFFENSE, M","17","B","M"
"2019-01-02T00:00:00.000","POSSESSION OF MARIJUANA, M","19","B","M"
"2019-01-02T00:00:00.000","CONCEALMENT, PRICE ALTER MERCHANDISE <$200, M","40","B","F"
"2019-01-03T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","48","W","M"
"2019-01-03T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","48","W","M"
"2019-01-03T00:00:00.000","POSSESSION OF MARIJUANA, M","29","B","F"
"2019-01-03T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","49","W","M"
"2019-01-03T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","26","W","F"
"2019-01-04T00:00:00.000","POSSESSION OF MARIJUANA, M","38","B","M"
"2019-01-04T00:00:00.000","POSSESSION OF MARIJUANA - FIRST OFFENSE, M","29","W","M"
"2019-01-04T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, M","19","B","M"
"2019-01-05T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","45","W","F"
"2019-01-05T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","45","W","F"
"2019-01-05T00:00:00.000","POSSESSION OF MARIJUANA, M","23","B","F"
"2019-01-05T00:00:00.000","POSSESSION OF MARIJUANA, M","37","B","M"
"2019-01-05T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","49","B","M"
"2019-01-05T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","48","W","M"
"2019-01-05T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","48","W","M"
"2019-01-05T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","41","W","F"
"2019-01-06T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","42","B","M"
"2019-01-06T00:00:00.000","POSSESSION OF MARIJUANA, M","16","B","F"
"2019-01-06T00:00:00.000","POSSESSION OF MARIJUANA, M","26","W","F"
"2019-01-06T00:00:00.000","POSSESSION OF MARIJUANA, M","22","A","M"
"2019-01-06T00:00:00.000","POSSESSION OF MARIJUANA, M","35","B","M"
"2019-01-08T00:00:00.000","POSSESSION OF MARIJUANA - FIRST OFFENSE, M","19","A","F"
"2019-01-08T00:00:00.000","POSSESSION OF MARIJUANA - FIRST OFFENSE, M","19","A","F"
"2019-01-08T00:00:00.000","SALE, DISTRIBUTE MARIJUANA, F","23","B","M"
"2019-01-08T00:00:00.000","POSSESSION OF MARIJUANA, M","39","B","F"
"2019-01-08T00:00:00.000","POSSESSION OF MARIJUANA, M","27","B","M"
"2019-01-09T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","35","B","M"
"2019-01-09T00:00:00.000","POSSESSION OF MARIJUANA, M","37","B","M"
"2019-01-09T00:00:00.000","MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE, F","48","B","M"
"2019-01-09T00:00:00.000","POSSESSION OF MARIJUANA - FIRST OFFENSE, M","33","B","F"
"2019-01-10T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","30","B","M"
"2019-01-10T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","30","B","M"
"2019-01-10T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","30","B","M"
"2019-01-10T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","68","B","M"
"2019-01-11T00:00:00.000","POSSESSION OF MARIJUANA, M","23","B","M"
"2019-01-11T00:00:00.000","POSSESSION OF MARIJUANA, M","23","B","M"
"2019-01-12T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","34","B","M"
"2019-01-13T00:00:00.000","POSSESSION OF MARIJUANA, M","19","B","M"
"2019-01-14T00:00:00.000","POSSESSION OF MARIJUANA, M","22","B","M"
"2019-01-15T00:00:00.000","POSSESSION OF MARIJUANA, M","19","B","F"
"2019-01-15T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","29","W","M"
"2019-01-15T00:00:00.000","POSSESSION OF MARIJUANA, M","56","B","M"
"2019-01-16T00:00:00.000","POSSESSION OF MARIJUANA, M","42","W","M"
"2019-01-16T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","36","W","M"
"2019-01-16T00:00:00.000","POSSESSION OF MARIJUANA, M","19","B","M"
"2019-01-17T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","36","B","F"
"2019-01-17T00:00:00.000","POSSESSION OF MARIJUANA, M","30","W","M"
"2019-01-17T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","29","W","M"
"2019-01-17T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","58","W","M"
"2019-01-17T00:00:00.000","POSSESSION OF MARIJUANA, M","56","W","F"
"2019-01-18T00:00:00.000","POSSESSION OF SCHEDULE I,II CONTROLLED SUBSTANCE, F","28","W","M"
"2019-01-18T00:00:00.000","POSSESSION OF MARIJUANA, M","17","B","F"
"2019-01-18T00:00:00.000","POSSESSION OF MARIJUANA, M","16","B","F"
"2019-01-18T00:00:00.000","POSSESSION OF MARIJUANA - FIRST OFFENSE, M","38","B","M"
"2019-01-18T00:00:00.000","POSSESSION OF MARIJUANA, M","25","B","M"
"2019-01-19T00:00:00.000","POSSESSION OF MARIJUANA, M","28","B","F"
"2019-01-20T00:00:00.000","POSSESSION OF MARIJUANA, M","24","B","M"
"2019-01-21T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","47","W","M"
"2019-01-21T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","47","W","M"
"2019-01-21T00:00:00.000","POSSESSION OF MARIJUANA, M","22","W","M"
"2019-01-21T00:00:00.000","POSSESSION OF MARIJUANA, M","22","B","M"
"2019-01-22T00:00:00.000","POSSESSION OF MARIJUANA, M","20","B","M"
"2019-01-22T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","32","B","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","PETIT LARCENY 3RD OFFENSE, F","43","W","F"
"2019-01-22T00:00:00.000","POSSESSION OF MARIJUANA, M","34","W","M"
"2019-01-22T00:00:00.000","POSSESSION OF MARIJUANA, M","25","B","M"
"2019-01-23T00:00:00.000","POSSESSION OF CONTROLLED SUBSTANCES, F","21","B","M"
"2019-01-23T00:00:00.000","POSSESSION OF MARIJUANA, M","58","W","M"
