Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
737,Angelo State University,IFB-737-22-PUROFFICE3,360,58,Commodities,1,Each,"46"" x 60'' BerberMat Carpet Chair Mat, Rectangular, Crystal Clear Vinyl ",,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,,,https://data.texas.gov/views/fey9-gcem/files/3e1bba67-ac63-4f95-a530-66e82580e925?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/c0907468-9634-412c-b193-c70b6e727da8?filename=IFB-737-22-PUROFFICE3.xlsx
737,Angelo State University,IFB-737-22-PUROFFICE,204,60,Commodities,2,Each," Dell 24"" Monitor for Video-Conference Monitor",,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,Part Number - P2418HZ,,https://data.texas.gov/views/fey9-gcem/files/fb5960ab-432f-4eb1-98df-4326ec5ba869?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/bdbc8134-2ee7-4292-b154-06e6305ea44e?filename=IFB-737-22-PUROFFICE.xlsx
737,Angelo State University,IFB-737-22-PUROFFICE2,839,12,Commodities,1,Each,Jabra Engage 65 Convertible headset,,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,Part Number 9555-553-125,,https://data.texas.gov/views/fey9-gcem/files/7c325662-6d98-4b6a-89d7-20bcf3a56756?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/8e51d902-e134-4c3d-a204-40d748979e9f?filename=IFB-737-22-PUROFFICE2.xlsx
737,Angelo State University,IFB-737-22-PUROFFICE4,425,48,Commodities,1,Each,"SIHOO Ergonomic Mesh Office Chair, Computer Desk Chair with 3-Way Armrests, 2-Way Lumbar Support and Adjustable Headrest, High Back Home Office Chair with Tilt Function, Mesh Back and Seat(Black)",,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,Part Number B07BDFW1Y7,,https://data.texas.gov/views/fey9-gcem/files/d253ab52-8281-4b7d-8216-28223d84eaf6?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/7b3e4bb4-33c0-403d-b60a-75e16db422b0?filename=IFB-737-22-PUROFFICE4.xlsx
737,Angelo State University,IFB-737-22-ITOFFICE,425,48,Commodities,2,Each,JARVIS L FRAME - BLACK - MEMORY PROGRAMMABLE HANDSET,,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,SKU: JRV3L-BLK-3ST-MP,,https://data.texas.gov/views/fey9-gcem/files/908b373b-7794-4b77-8265-9e88cd036c86?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/ba79f187-006f-4bc6-b937-90662cbf28b8?filename=IFB-737-22+-+ITOFFICE+.xlsx
737,Angelo State University,IFB-737-22-ITOFFICE2,207,47,Commodities,2,Each,WIRE MANAGEMENT KIT - 3 TRAY - BLACK,,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,SKU: ED-WIRE-KIT-3-BLK,,https://data.texas.gov/views/fey9-gcem/files/d2ec62bf-eb82-47fe-b14c-87ad8170a9b8?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/4314b727-e9f1-4443-b3ac-04e52aaaf1c0?filename=IFB-737-22+-+ITOFFICE2+.xlsx
737,Angelo State University,IFB-737-22-EVENTOFFICE4,420,24,Commodities,240,EA,"""MityLite Fold Flex One CS BK BLK GBLK Flex One CS Folding Chair; Frame Finish: Black Sand; Seat & Back Color: Black; Glides: Black""",,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,1CSFF06020200N00IJ00,,https://data.texas.gov/views/fey9-gcem/files/a51e47ab-be8d-4032-be35-0db20a60e5f9?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/f9090044-6bc6-462c-952c-518d699dbae4?filename=IFB-737-22-EVENTOFFICE4.xlsx
737,Angelo State University,IFB-737-22-EVENTOFFICE2,265,30,Commodities,1,Each,Build your own pipe and drape kit,,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,,https://data.texas.gov/views/fey9-gcem/files/077783a9-a576-4b24-be7c-2790101f4c90?filename=Pipe+and+Drape+System+Example.pdf,https://data.texas.gov/views/fey9-gcem/files/325ce64f-c296-431d-8530-60c8c86b13db?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/a3f449f7-6fd1-4100-a0d8-99fbabaf5bed?filename=IFB-737-22-EVENTOFFICE2.xlsx
737,Angelo State University,IFB-737-22-EVENTOFFICE,650,36,Commodities,15,Each,"""8' Rectangular Picnic Table, Portable, Expanded Metal - Advantage Coating Black Top/Seats Black Frame""",,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,TRT8P-EA,,https://data.texas.gov/views/fey9-gcem/files/a45d5ff9-438e-4546-a623-0e532a63c9e2?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/b3144a44-cb93-4869-b7a3-8769cbaf3bb9?filename=IFB-737-22-EVENTOFFICE.xlsx
737,Angelo State University,IFB-737-22-HUBOFFICE,560,02,Commodities,1,Each,"MAC SPORTS WTC-111 Outdoor Utility Wagon, Solid Blue, 5.5""D x 20.2""W x 22.5""H",,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,MacsSports Cargo Net - ,,https://data.texas.gov/views/fey9-gcem/files/a32fbd5e-5ecd-49c7-9c10-31a31a91fe4a?filename=Quote+Terms+%26+Conditions.pdf,https://data.texas.gov/views/fey9-gcem/files/2175fdf6-2f96-4dde-8c10-5b7251c25954?filename=IFB-737-22-HUBOFFICE.xlsx
