"entityid","entityname","principaladdress1","principaladdress2","principalcity","principalstate","principalzipcode","principalcountry","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzipcode","mailingcountry","entitystatus","jurisdictonofformation","entitytype","agentfirstname","agentmiddlename","agentlastname","agentsuffix","agentorganizationname","agentprincipaladdress1","agentprincipaladdress2","agentprincipalcity","agentprincipalstate","agentprincipalzipcode","agentprincipalcountry","agentmailingaddress1","agentmailingaddress2","agentmailingcity","agentmailingstate","agentmailingzipcode","agentmailingcountry","entityformdate"
"20191106347","Armbar Agriculture Inc.","2090 45 Road",,"De Beque","CO","81630","US",,,,,,,"Good Standing","CO","Corporation","Brianne","Renee","Nichols",,,"2090 45 Road",,"DeBeque","CO","81630","US","2090 45 Road",,"Debeque","CO","81630","US","2019-02-02T00:00:00.000"
"20191105477","DeBose Entertainment, Inc.","1880 OFFICE CLUB PT",,"Colorado Springs","CO","80920","US",,,,,,,"Delinquent","CO","Corporation",,,,,"CNF BUSINESS CONCEPTS LLC","1880 OFFICE CLUB PT",,"COLORADO SPRINGS","CO","80920","US",,,,,,,"2019-02-02T00:00:00.000"
"20191106538","Wonderful Wall Artwork","6997 W 79th Dr",,"Arvada","CO","80003","US","6997 W 79th Dr",,"Arvada","CO","80003","US","Delinquent","CO","Limited Liability Company","Anita","Louise","Lederhos",,,"6997 W 79th Dr",,"Arvada","CO","80003","US","6997 W 79th Dr",,"Arvada","CO","80003","US","2019-02-02T00:00:00.000"
"20191106693","Care & Care Home Care LLC","8753  yates dr suite 200",,"Westnister","CO","80031","US","8753  yates dr suite 200",,"Westnister","CO","80031","US","Delinquent","CO","Limited Liability Company","Jasmina","Jaca","Jajcanin",,,"8753  yates dr suite 200",,"westnister","CO","80031","US","17203 e 104th way",,"Commerce City","CO","80022","US","2019-02-02T00:00:00.000"
"20191093096","The People Kit, LLC","9160 Newton St",,"Westminster","CO","80031","US","9160 Newton St",,"Westminster","CO","80031","US","Good Standing","CO","Limited Liability Company","Kit","Maria","Kennedy",,,"9160 Newton St",,"Westminster","CO","80031-3115","US",,,,,,,"2019-02-02T00:00:00.000"
"20191106600","Basecamp Visual LLC","PO BOX 1284",,"Fairplay","CO","80440","US",,,,,,"US","Good Standing","CO","Limited Liability Company","David","J","McCann",,,"PO BOX 1284",,"Fairplay","CO","80440","US","PO BOX 1284",,"FAIRPLAY","CO","80440","US","2019-02-02T00:00:00.000"
"20191105841","Edison Essentials, LLC, Dissolved February 24, 2022","2500 E Cherry Creek South Dr.","Apt. 419","Denver","CO","80209","US","2500 E Cherry Creek South Dr.","Apt. 419","Denver","CO","80209","US","Voluntarily Dissolved","CO","Limited Liability Company","Noelle",,"Rapisarda",,,"2500 E Cherry Creek South Dr.","Apt. 419","Denver","CO","80209","US","2500 E Cherry Creek South Dr.","Apt. 419","Denver","CO","80209","US","2019-02-02T00:00:00.000"
"20191034383","SAVVI Limited","800 Pennsylvania St","APT 1504","Denver","CO","80203","US","800 N Pennsylvania st","APT 1504","Denver","CO","80203","US","Delinquent","CO","Limited Liability Company","Tyler","J","Tarr",,,"800 Pennsylvania St","APT 1504","Denver","CO","80203","US","2500 S Valley Hwy",,"Denver","CO","80222","US","2019-02-02T00:00:00.000"
"20191106201","Rocky Mountain Cleaning Services LLC","5500 Greenwood Plaza Blvd","Ste. 130","Greenwood Village","CO","80111","US",,,,,,,"Good Standing","CO","Limited Liability Company","William","R","Burke","Jr.",,"5500 Greenwood Plaza Blvd","Ste. 130","Greenwood Village","CO","80111","US","5689 S Kalispell St",,"Cenetnnial","CO","80015","US","2019-02-02T00:00:00.000"
"20191106186","ALS Enterprises, LLC","654 N. Terrace Dr.",,"Grand Junction","CO","81507","US",,,,,,,"Good Standing","CO","Limited Liability Company","Anthony","Lee","Stampe",,,"654 N. Terrace Drive",,"Grand Junction","CO","81507","US",,,,,,,"2019-02-02T00:00:00.000"
"20191105754","Online Bookkeep LLC","4071 L.B. Mcleod Rd","Ste D PMB  25","Orlando","FL","32811","US","4071 L.B. Mcleod Rd","Ste D PMB  25","Orlando","FL","32811","US","Good Standing","NC","Foreign Limited Liability Company",,,,,"Northwest Registered Agent, LLC.","1942 Broadway St. STE 314C",,"Boulder","CO","80302","US",,,,,,,"2019-02-02T00:00:00.000"
"20191106439","Archer Mountain Properties LLC","790 Rock Lake Rd",,"Jamestown","CO","80455","US","PO Box 303",,"Jamestown","CO","80455","US","Good Standing","CO","Limited Liability Company","Erika","Rae","Archer",,,"790 Rock Lake Rd.",,"Jamestown","CO","80455","US","PO Box 303",,"Jamestown","CO","80455","US","2019-02-02T00:00:00.000"
"20191105742","Priority Nutrition","14 N Main Street",,"Brighton","CO","80601","US",,,,,,,"Delinquent","CO","Limited Liability Company","Anthony",,"Owens",,,"14 N Main Street",,"Brighton","CO","80601","US",,,,,,,"2019-02-02T00:00:00.000"
"20191106055","CHENS INVESTMENT, LLC","1820 Ghost Dance Circle",,"Castle Rock","CO","80108","US",,,,,,,"Delinquent","CO","Limited Liability Company","XIN XIANG",,"CHEN",,,"17703 E SUNDEW ST",,"PARKER","CO","80134","US",,,,,,,"2019-02-02T00:00:00.000"
"20191105915","Evermicha LLC","3540 Beechwood Court",,"Colorado Springs","CO","80918","US","3540 Beechwood Court",,"Colorado Springs","CO","80918","US","Good Standing","CO","Limited Liability Company","Hannah","Ellene","Hildreth",,,"3540 Beechwood Court",,"Colorado Springs","CO","80918","US","3540 Beechwood Court",,"Colorado Springs","CO","80918","US","2019-02-02T00:00:00.000"
"20191106021","Eagle landscaping & lawn care LLC","4450 E 122nd Ct",,"Thornton","CO","80241","US",,,,,,,"Good Standing","CO","Limited Liability Company","Gustavo",,"Duran",,,"4450 E 122nd Ct",,"Thornton","CO","80241","US",,,,,,,"2019-02-02T00:00:00.000"
"20191105873","Kings of Concrete LLC","300 Starling St",,"Fort Collins","CO","80526","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Kings of Concrete LLC","300 Starling St",,"Fort Collins","CO","80526","US",,,,,,,"2019-02-02T00:00:00.000"
"20191105519","Liminal Tenants LLC, Delinquent July 1, 2021","948 Lilac St.",,"Longmont","CO","80501","US",,,,,,,"Delinquent","CO","Limited Liability Company",,,,,"Liminal Tenants LLC","948 Lilac St.",,"Longmont","CO","80501","US",,,,,,,"2019-02-02T00:00:00.000"
"20191106263","Monument Roofing LLC, Delinquent July 1, 2021","246 1/2 Beaver St",,"Grand Junction","CO","81503","US","246 1/2 Beaver St",,"Grand Junction","CO","81503","US","Delinquent","CO","Limited Liability Company","Pablo",,"Marquez",,,"246 1/2 Beaver St",,"GRAND JUNCTION","CO","81503","US","246 1/2 Beaver St",,"Grand Junction","CO","81503","US","2019-02-02T00:00:00.000"
"20191106673","Jbcricket Customs LLC, Delinquent July 1, 2021","17543 Hwy  14",,"Ault","CO","80610","US","17543 Hwy  14",,"Ault","CO","80610","US","Delinquent","CO","Limited Liability Company","James","Dale","Ballard",,,"17543 Hwy  14",,"Ault","CO","80610","US","17543 Hwy  14",,"Ault","CO","80610","US","2019-02-02T00:00:00.000"
"20191105732","Bonicelli Holdings, LP","311 Bergamo",,"Colorado Springs","CO","80906","US","311 Bergamo Way",,"Colorado Springs","CO","80906","US","Good Standing","WY","Foreign Limited Partnership","Michael","A.","Bonicelli",,,"311 Bergamo Way",,"COLORADO SPRINGS","CO","80906","US","311 Bergamo Way",,"COLORADO SPRINGS","CO","80906","US","2019-02-02T00:00:00.000"
"20191106484","RM HEATING LLC","5175 DEPPHAVENT CT",,"Denver","CO","80239","US",,,,,,,"Good Standing","CO","Limited Liability Company","RICARDO",,"MENDOZA BRAVO",,,"5175 DEPPHAVENT CT",,"DENVER","CO","80239","US",,,,,,,"2019-02-02T00:00:00.000"
