"mastertradenameid","tradenamedescription","tradenameform","effectivedate","firstname","middlename","lastname","suffix","registrantorganization","address1","address2","city","state","zipcode","zipcode4","country","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","mailingcountry","dateadded","entitystatus","entityformdate"
"20171323573","Rifle Creek Self Storage","Entity Type","2017-04-25T00:00:00.000",,,,,"6 & 24 MHP LLC","2954 CR 113",,"Carbondale","CO",,,"US",,,,,,,,"2017-04-25T00:00:00.000","GOOD",
"20221593185","metalfix","Entity Type","2022-06-18T00:00:00.000",,,,,"dcerno llc","910 Panorama Dr",,"Carbondale","CO",,,"US",,,,,,,,"2022-06-18T00:00:00.000","GOOD",
"20151832106","1618 Management LLC","Entity Type","2016-01-02T00:00:00.000",,,,,"Steev Wilson Architect","10 Pioneer Point",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2016-01-02T00:00:00.000","GOOD",
"20208093156","Aspen Ice Karting","Entity Type","2020-12-22T00:00:00.000",,,,,"NirvanaX Group LLC","215 Rabbit Rd",,"Carbondale","CO",,,"US",,,,,,,,"2020-12-22T00:00:00.000","GOOD",
"20111079517","Colorado Chimney and Duct Works, Eaton Property Management, Casitas Bonitas","Entity Type","2011-02-07T00:00:00.000",,,,,"JT Eaton Enterprises, Inc.","6283 County Road100",,"Carbondale","CO",,,"US",,,"Basalt","CO",,,"US","2011-02-07T00:00:00.000","GOOD",
"20091268642","AE Management","Entity Type","2009-05-14T00:00:00.000",,,,,"APMGS Inc.","504 Graceland Dr.",,"Carbondale","CO",,,"US",,,,,,,,"2009-05-14T00:00:00.000","GOOD",
"20171536764","Aspen Wedding Music","Entity Type","2017-07-17T00:00:00.000",,,,,"Musical Occassions, LLC","1382 Barber Dr.",,"Carbondale","CO",,,"US",,,,,,,,"2017-07-17T00:00:00.000","GOOD",
"20111053683","BACKBONE MEDIA","Entity Type","2011-01-26T00:00:00.000",,,,,"BACKBONE MEDIA LLC","65 North 4th Street - Suite 1",,"Carbondale","CO",,,"US",,,,,,,,"2011-01-26T00:00:00.000","GOOD",
"20111670064","Taylor and Tessier","Entity Type","2011-12-05T00:00:00.000",,,,,"Bijou Aspen Inc","1901 Dolores Way",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2011-12-05T00:00:00.000","GOOD",
"20081148245","Pitkin Fruit & Vegetables","Entity Type","2008-03-18T00:00:00.000",,,,,"Abbey Do, Inc.","157 Kings Row",,"Carbondale","CO",,,"US",,,,,,,,"2008-03-18T00:00:00.000","GOOD",
"20208090365","DiPaolo Walker, LLC","Entity Type","2020-12-21T00:00:00.000",,,,,"DiPaolo Law, LLC","218 E Valley Rd","Suite 104-PMB 337","Carbondale","CO",,,"US",,,,,,,,"2020-12-21T00:00:00.000","GOOD",
"20171289810","The Helpful Elf","Entity Type","2017-04-14T00:00:00.000",,,,,"S3, Inc.","42 Buckskin Drive",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2017-04-14T00:00:00.000","GOOD",
"20211504296","Type Five Custom Builders","Entity Type","2021-05-26T00:00:00.000",,,,,"Type Five Builders LLC","P.O. Box 1562",,"Carbondale","CO",,,"US",,,,,,,,"2021-05-26T00:00:00.000","GOOD",
"20131597508","GLENWOOD SPRINGS SUNSET ROTARY CLUB","Entity Type","2013-10-18T00:00:00.000",,,,,"Carbondale Rotary Foundation, Inc.","1000 DOLORES WAY STE B",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2013-10-18T00:00:00.000","GOOD",
"20071021826","Comprehensive Personal Financial Advisors","Entity Type","2007-01-16T00:00:00.000",,,,,"CPFA, LLC","1179 Heritage Drive",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2007-01-16T00:00:00.000","GOOD",
"20191568672","Sleepy Bear Mobile Home Park","Entity Type","2019-07-17T00:00:00.000",,,,,"KTH Enterprises, LLC","PO BOX 976",,"Carbondale","CO",,,"US",,,,,,,,"2019-07-17T00:00:00.000","GOOD",
"20208093164","ASPEN MTB","Entity Type","2020-12-22T00:00:00.000",,,,,"NirvanaX Group LLC","215 Rabbit Rd",,"Carbondale","CO",,,"US",,,,,,,,"2020-12-22T00:00:00.000","GOOD",
"20171542642","Pura Elements","Entity Type","2017-07-19T00:00:00.000",,,,,"The Laughing Dog Group, LLC","178 Caballo St",,"Carbondale","CO",,,"US",,,,,,,,"2017-07-19T00:00:00.000","GOOD",
"20181086053","Ascent West","Entity Type","2018-01-28T00:00:00.000",,,,,"Ascent West, LLC","1450 Main Street",,"Carbondale","CO",,,"US",,,,,,,,"2018-01-28T00:00:00.000","GOOD",
"20101479648","Mountain Home Management, LLC","Entity Type","2010-08-27T00:00:00.000",,,,,"Mountain Home Management, LLC","0215 sunflower loop",,"Carbondale","CO",,,"US",,,,,,,,"2010-08-27T00:00:00.000","GOOD",
"20211563375","cac","Entity Type","2021-06-21T00:00:00.000",,,,,"CARBONDALE ACUPUNCTURE CENTER, INC.","54 WEANT BLVD",,"Carbondale","CO",,,"US",,,,,,,,"2021-06-21T00:00:00.000","GOOD",
"20121567566","Buck Creek Ranch","Entity Type","2012-10-12T00:00:00.000",,,,,"ROBERTS LAND & CATTLE LLC","PO Box 1000",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2012-10-12T00:00:00.000","GOOD",
"20171105178","July Supply","Entity Type","2017-02-06T00:00:00.000",,,,,"Brooke Serson-Cernonok LLC","910 Panorama Drive",,"Carbondale","CO",,,"US",,,"Basalt","CO",,,"US","2017-02-06T00:00:00.000","GOOD",
"20111030432","TMO Real Estate","Entity Type","2011-01-17T00:00:00.000",,,,,"Andrus & Morgan Co.","580 Main St","Suite 220","Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2011-01-17T00:00:00.000","GOOD",
"20221259444","SCR Equestrian","Entity Type","2022-03-10T00:00:00.000",,,,,"Spring Creeks Ranch Equestrian LLC","592 Cowen Drive",,"Carbondale","CO",,,"US",,,,,,,"US","2022-03-10T00:00:00.000","GOOD",
"20191301359","Western Refrigeration and Heating","Entity Type","2019-04-04T00:00:00.000",,,,,"JTB Co.","826 Lakeside Drive",,"Carbondale","CO",,,"US",,,,,,,,"2019-04-04T00:00:00.000","GOOD",
"20161291047","Helping Hand Inc","Entity Type","2016-04-25T00:00:00.000",,,,,"Helping Hand Inc","PO Box 1886",,"Carbondale","CO",,,"US",,,,,,,,"2016-04-25T00:00:00.000","GOOD",
"20221222484","Avalanche ATM","Entity Type","2022-02-28T00:00:00.000",,,,,"Avalanche ATM, Inc.","1229 Green Meadow Rd",,"Carbondale","CO",,,"US",,,"Basalt","CO",,,"US","2022-02-28T00:00:00.000","GOOD",
"19871736488","MID VALLEY BAPTIST CHURCH, INC.","Entity Type","1987-08-04T00:00:00.000",,,,,"ROARING FORK BAPTIST CHURCH","16474 HIGHWAY 82",,"Carbondale","CO",,,"US",,,"Glenwood Springs","CO",,,"US","1987-08-04T00:00:00.000","GOOD",
"20141756117","Near New Store","Entity Type","2014-12-13T00:00:00.000",,,,,"7 STAR REBEKAH LODGE #91","302 MAIN ST",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2014-12-13T00:00:00.000","GOOD",
"20221104459","Zelaya's Cleaning Services","Entity Type","2022-01-26T00:00:00.000",,,,,"ZELAYAS CLEANING SERVICES LTD.","113 Pica Ln",,"Carbondale","CO",,,"US",,,,,,,,"2022-01-26T00:00:00.000","GOOD",
"20161466439","Mountain Blue Turf Farm","Entity Type","2016-07-08T00:00:00.000",,,,,"Strang Ranch Operations, LLC","0393 County Road 102",,"Carbondale","CO",,,"US",,,,,,,"US","2016-07-08T00:00:00.000","GOOD",
"20131305764","Glenwood Home Rentals","Entity Type","2013-05-23T00:00:00.000",,,,,"Faith & Hope Enterprises, LLC","4920 County Road 113",,"Carbondale","CO",,,"US",,,"Glenwood Springs","CO",,,"US","2013-05-23T00:00:00.000","GOOD",
"20161196631","SchoolBlocks; SafeSponsor; TownBlocks","Entity Type","2016-03-22T00:00:00.000",,,,,"Sopris Apps LLC","417 Main Street","Unit U","Carbondale","CO",,,"US",,,,,,,,"2016-03-22T00:00:00.000","GOOD",
"20111011202","McFatter Fence and Service Company","Entity Type","2011-01-07T00:00:00.000",,,,,"ASPEN LAND COMPANY, LLC","PO Box 1160",,"Carbondale","CO",,,"US",,,"Carbonale","CO",,,"US","2011-01-07T00:00:00.000","GOOD",
"19961074958","COMMUNICATIONS PACKAGING CORPORATION","Entity Type","1996-06-04T00:00:00.000",,,,,"ROSE PACKAGING & DESIGN, INC.","324 Larkspur Drive",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","1996-06-04T00:00:00.000","GOOD",
"20091088023","Aspen Fine Homes","Entity Type","2009-02-11T00:00:00.000",,,,,"BANNER REALTY GROUP, LTD.","161 Juniper Trl",,"Carbondale","CO",,,"US",,,"Carbondale","CO",,,"US","2009-02-11T00:00:00.000","GOOD",
