"entityid","fein","name","nameoforganization","title","firstname","middlename","lastname","registranttypeabbr","registranttype","address","city","state","zipcode","zipcode4","mailingaddress","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","performedaddress","performedcity","performedstate","performedzipcode","performedzipcode4","phone"
"20093004863","010216837","MAINE SEA COAST MISSION",,,"Kendra",,"Mccrate","PFC","Professional Fundraising Consultant","795 INDIAN POINT RD","Mt. Desert","ME","04660",,,,,,,,,,,,
"20093004863","010216837","MAINE SEA COAST MISSION",,,"Leslie","J.","Hudson","PFC","Professional Fundraising Consultant","70 FOREST AVE","Orono","ME","04473",,,,,,,,,,,,
"20133032833","010425071","FRIENDS OF ACADIA","THE COMPASS GROUP, INC.",,,,,"PFC","Professional Fundraising Consultant","1425 K STREET, NW, SUITE 350","Washington","DC","20005",,,,,,,,,,,,
"20133032833","010425071","FRIENDS OF ACADIA","THE COMPASS GROUP, INC.",,,,,"PFC","Professional Fundraising Consultant","1425 K STREET, NW, SUITE 350","Washington","DC","20005",,,,,,,,,,,,
"20143041035","010532835","SAFE PASSAGE","DEMONT ASSOCIATES",,,,,"PFC","Professional Fundraising Consultant","477 CONGRESS STREET","Portland","ME","04101",,,,,,,,,,,,
"20143041035","010532835","SAFE PASSAGE","DEMONT ASSOCIATES",,,,,"PFC","Professional Fundraising Consultant","477 CONGRESS STREET","Portland","ME","04101",,,,,,,,,,,,
"20143041035","010532835","SAFE PASSAGE","DEMONT ASSOCIATES",,,,,"PFC","Professional Fundraising Consultant","477 CONGRESS STREET","Portland","ME","04101",,,,,,,,,,,,
"20143041035","010532835","SAFE PASSAGE","DEMONT ASSOCIATES",,,,,"PFC","Professional Fundraising Consultant","477 CONGRESS STREET","Portland","ME","04101",,,,,,,,,,,,
"20113009605","010566033","ISRAEL EMERGENCY ALLIANCE DBA STANDWITHUS","EHL CONSULTING GROUP, INC.",,,,,"PFC","Professional Fundraising Consultant","2300 COMPUTER AVENUE, BLDG D-18","Willow Grove","PA","19090","1736",,,,,,,,,,,
"20113012395","010574950","THE AKSHAYA PATRA FOUNDATION (USA)",,"FUNDRAISING CONSULTANT","David",,"Shimkus","PFC","Professional Fundraising Consultant","TUBORG HAVNEPARK 6","Hellerup","OT","002900",,,,,,,,,,,,
"20113012395","010574950","THE AKSHAYA PATRA FOUNDATION (USA)",,"FUNDRAISING CONSULTANT","David",,"Shimkus","PFC","Professional Fundraising Consultant","TUBORG HAVNEPARK 6","Hellerup","OT","002900",,,,,,,,,,,,
"20023004096","010591203","CHILD PROTECTION EDUCATION OF AMERICA, INC.","TITAN MARKETING, INC.",,,,,"PS","Paid Solicitor","10500 E. 54TH AVE.   STE. D","Aurora","CO","80239",,,,,,,,,,,,
"20023004096","010591203","CHILD PROTECTION EDUCATION OF AMERICA, INC.","KAIZEN MARKETING GROUP, INC.",,,,,"PS","Paid Solicitor",,,"CO",,,,,,,,,,,,,
"20023004096","010591203","CHILD PROTECTION EDUCATION OF AMERICA, INC.","NATIONAL PROMOTIONS, INC.",,,,,"PFC","Professional Fundraising Consultant","5-05 48TH AV.E","Long Island City","NY","11101",,,,,,,,,,,,
"20023004096","010591203","CHILD PROTECTION EDUCATION OF AMERICA, INC.","MHM INTERNATIONAL MARKETING",,,,,"PS","Paid Solicitor","10741 SHERMAN WAY  STE. #1","Sun Valley","CA","91351",,,,,,,,,,,,
"20023004096","010591203","CHILD PROTECTION EDUCATION OF AMERICA, INC.","TITAN MARKETING, INC.",,,,,"PS","Paid Solicitor","9053 HARLAN ST.  STE. 30","Westminster","CO","80030",,,,,,,,,,,,
"20173007713","010597067","THE GARRISON INSITUTE","CONSULTING FOR  A CAUSE",,,,,"PFC","Professional Fundraising Consultant","487 E MAIN ST. SUITE 333","Mt. Kisco","NY","10549",,,,,,,,,,,,
"20033002301","010631470","THE SCIENCE  & TECHNOLOGY CENTER AT GUNNISON, INC.",,"FUNDRAISER","Joyce",,"Gregor","PFC","Professional Fundraising Consultant","936 COUNTY ROAD 137","Westcliffe","CO","81252",,,,,,,,,,,,
"20063010773","010642365","COLORADO DRUG INVESTIGATORS ASSOC. DBA CO NARCOTICS OFFICERS ASSOC.","XENTEL, INC.",,,,,"PS","Paid Solicitor","312 E.WISCONSIN AVE., #314","Milwaukee","WI","53202",,,,,,,,,,,,
"20063010773","010642365","COLORADO DRUG INVESTIGATORS ASSOC. DBA CO NARCOTICS OFFICERS ASSOC.","XENTEL, INC.",,,,,"PS","Paid Solicitor","312 E.WISCONSIN AVE., #314","Milwaukee","WI","53202",,,,,,,,,,,,
"20063010773","010642365","COLORADO DRUG INVESTIGATORS ASSOC. DBA CO NARCOTICS OFFICERS ASSOC.","XENTEL, INC.",,,,,"PS","Paid Solicitor","312 E.WISCONSIN AVE., #314","Milwaukee","WI","53202",,,,,,,,,,,,
"20063010773","010642365","COLORADO DRUG INVESTIGATORS ASSOC. DBA CO NARCOTICS OFFICERS ASSOC.","XENTEL, INC.",,,,,"PS","Paid Solicitor","312 E.WISCONSIN AVE., #314","Milwaukee","WI","53202",,,,,,,,,,,,
"20063010773","010642365","COLORADO DRUG INVESTIGATORS ASSOC. DBA CO NARCOTICS OFFICERS ASSOC.","XENTEL, INC.",,,,,"PS","Paid Solicitor","312 E.WISCONSIN AVE., #314","Milwaukee","WI","53202",,,,,,,,,,,,
"20063008967","010677365","ANGEL COVERS","ALTERNATIVE GIFTS INTERNATIONAL",,,,,"PS","Paid Solicitor","1103 N. TOPEKA","Wichita","KS","67214",,"P.O. BOX 3810","Wichita",,"67201",,,,,,,
"20103003489","010691751","CANYON CREEK ELEMENTARY PTO","BOOSTERTHON FUN RUN",,,,,"PFC","Professional Fundraising Consultant","10400 OLD ALABAMA","Alpharetta","GA","30022",,,,,,,,,,,,
"20103003231","010783591","THE FATHER'S SHOW RESOURCE PROGRAM","PARTYTOPIA",,,,,"PFC","Professional Fundraising Consultant","10802 CHADSWORTH POINT","Highlands Ranch","CO","80126",,,,,,,"4141 E 35TH AVE","Denver","CO","80207",,"3033335411"
"20103003231","010783591","THE FATHER'S SHOW RESOURCE PROGRAM","LATITUDE SPORTS MARKETING",,,,,"PFC","Professional Fundraising Consultant","2233 S MONACO ST. PKWY","Denver","CO","80222",,,,,,,,,,,,
"20103003231","010783591","THE FATHER'S SHOW RESOURCE PROGRAM",,"PRESIDENT","Annette",,"Hunter","PFC","Professional Fundraising Consultant","P.O. BOX 39713","Denver","CO","80239",,,,,,,,,,,,
"20103003231","010783591","THE FATHER'S SHOW RESOURCE PROGRAM",,"PRESIDENT","Annette",,"Hunter","PFC","Professional Fundraising Consultant","P.O. BOX 39713","Denver","CO","80239",,,,,,,,,,,,
"20053004918","010790946","CHILDREN'S CARE INTERNATIONAL","PFS INTERNATIONAL",,,,,"PFC","Professional Fundraising Consultant","3101 W. COAST HIGHWAY, STE. 408","Newport Beach","CA","92663",,,,,,,,,,,,
"20053004918","010790946","CHILDREN'S CARE INTERNATIONAL","PFS INTERNATIONAL",,,,,"PFC","Professional Fundraising Consultant","3101 W. COAST HIGHWAY, STE. 408","Newport Beach","CA","92663",,,,,,,,,,,,
"20053004918","010790946","CHILDREN'S CARE INTERNATIONAL","PFS INTERNATIONAL",,,,,"PFC","Professional Fundraising Consultant","3101 W. COAST HIGHWAY, STE. 408","Newport Beach","CA","92663",,,,,,,,,,,,
"20073002161","010831698","JEWISHCOLORADO","SEIGEL MARKETING GROUP INC.",,,,,"PS","Paid Solicitor","1845 N. FARWELL AVENUE","Milwaukee","WI","53202",,,,,,,,,,,,
"20073002161","010831698","JEWISH COMMUNITY FOUNDATION OF COLORADO","THE OSTROFF GROUP",,,,,"PFC","Professional Fundraising Consultant","2901 CLINT MOORE ROAD, #421","Boca Raton","FL","33496",,,,,,,,,,,,
"20073002161","010831698","JEWISHCOLORADO","SEIGEL MARKETING GROUP INC.",,,,,"PS","Paid Solicitor","1845 N. FARWELL AVENUE","Milwaukee","WI","53202",,,,,,,,,,,,
"20073002161","010831698","JEWISHCOLORADO","SEIGEL MARKETING GROUP INC.",,,,,"PS","Paid Solicitor","1845 N. FARWELL AVENUE","Milwaukee","WI","53202",,,,,,,,,,,,
"20073002161","010831698","JEWISHCOLORADO","SEIGEL MARKETING GROUP INC.",,,,,"PS","Paid Solicitor","1845 N. FARWELL AVENUE","Milwaukee","WI","53202",,,,,,,,,,,,
"20073002161","010831698","JEWISHCOLORADO","SEIGEL MARKETING GROUP INC.",,,,,"PS","Paid Solicitor","1845 N. FARWELL AVENUE","Milwaukee","WI","53202",,,,,,,,,,,,
"20073002161","010831698","JEWISHCOLORADO","SEIGEL MARKETING GROUP INC.",,,,,"PS","Paid Solicitor","1845 N. FARWELL AVENUE","Milwaukee","WI","53202",,,,,,,,,,,,
"20073003091","010885377","COMIC RELIEF INC.","WALGREEN CO.",,,,,"Commercial Co-Venture",,"104 WILMOT ROAD","Deerfield","IL","60015",,,,,,,,,,,,
"20073003091","010885377","COMIC RELIEF INC.","WALGREEN CO.",,,,,"Commercial Co-Venture",,"104 WILMOT ROAD","Deerfield","IL","60015",,,,,,,,,,,,
"20073003091","010885377","COMIC RELIEF INC.","WALGREEN CO.",,,,,"Commercial Co-Venture",,"104 WILMOT ROAD","Deerfield","IL","60015",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20103000872","010916403","NATIONAL GRASSROOTS ADVOCACY, INC.","THE DELTA GROUP USA, INC.",,,,,"PFC","Professional Fundraising Consultant","6715 LITTLE RIVER TURNPIKE, SUITE 207","Annandale","VA","22003",,,,,,,,,,,,
"20123009464","010927327","ELECTRIFICATION COALITION FOUNDATION","KATZ WATSON GROUP",,,,,"PFC","Professional Fundraising Consultant","236 MASSACHUSETTS AVENUE, NE","Washington","DC","20002",,,,,,,,,,,,
"20173028345","020222120","COLBY-SAWYER COLLEGE","RUFFALO NOEL LEVITZ",,,,,"PS","Paid Solicitor","1025 KIRKWOOD PKWY SW","Cedar Rapids","IA","52404",,,,,,,,,,,,
"20173028345","020222120","COLBY-SAWYER COLLEGE","RUFFALO NOEL LEVITZ",,,,,"PS","Paid Solicitor","1025 KIRKWOOD PKWY SW","Cedar Rapids","IA","52404",,,,,,,,,,,,
"20173028345","020222120","COLBY-SAWYER COLLEGE","RUFFALO NOEL LEVITZ",,,,,"PS","Paid Solicitor","1025 KIRKWOOD PKWY SW","Cedar Rapids","IA","52404",,,,,,,,,,,,
"20123042020","020332032","UNIVERSITY OF NEW HAMPSHIRE SCHOOL OF LAW","RD CONSULTING",,,,,"PFC","Professional Fundraising Consultant","8811 BELLS MILL ROAD","Potomac","MD","20854",,,,,,,,,,,,
"20123042020","020332032","UNIVERSITY OF NEW HAMPSHIRE SCHOOL OF LAW","RD CONSULTING",,,,,"PFC","Professional Fundraising Consultant","8811 BELLS MILL ROAD","Potomac","MD","20854",,,,,,,,,,,,
"20033007522","020534702","KINDHEARTS FOR CHARITABLE HUMANITARIAN DEVELOPMENT, INC","NORTH AMERICAN PROF'L SVC., INC.",,,,,"PS","Paid Solicitor","9245 DOWDY DR., SUITE 202","San Diego","CA","92126",,,,,,,,,,,,
"20133018525","020535267","AMERICAN COLLEGE OF OSTEOPATHIC INTERNISTS, INC.",,,"Don",,"Nelinson, Phd","PFC","Professional Fundraising Consultant","2 CAROLYN COURT","Morristown","NJ","07960",,,,,,,,,,,,
"20133018525","020535267","AMERICAN COLLEGE OF OSTEOPATHIC INTERNISTS, INC.",,,"Don",,"Nelinson,phd","PS","Paid Solicitor","2 CAROLYN COURT","Morristown","NJ","07960",,,,,,,,,,,,
"20133018525","020535267","AMERICAN COLLEGE OF OSTEOPATHIC INTERNISTS, INC.",,,"Don",,"Nelinson, Phd","PFC","Professional Fundraising Consultant","2 CAROLYN COURT","Morristown","NJ","07960",,,,,,,,,,,,
"20133018525","020535267","AMERICAN COLLEGE OF OSTEOPATHIC INTERNISTS, INC.",,,"Don",,"Nelinson, Phd","PFC","Professional Fundraising Consultant","2 CAROLYN COURT","Morristown","NJ","07960",,,,,,,,,,,,
"20153031586","020554654","STEPHEN SILLER TUNNEL TO TOWERS FOUNDATION","NEW RIVER DIRECT, INC.",,,,,"PFC","Professional Fundraising Consultant","2977 W BROWARD BLVD","Fort Lauderdale","FL","33312",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","COMMUNITY SUPPORT INC.",,,,,"PS","Paid Solicitor","150 RIVER RD.","Montville","NJ","07045",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","ASSOCIATED COMMUNITY SERVICES",,,,,"PS","Paid Solicitor","29777 TELEGRAPH RD. #3000","Southfield","MI","48034",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","ASSOCIATED COMMUNITY SERVICES",,,,,"PS","Paid Solicitor","29777 TELEGRAPH RD. #3000","Southfield","MI","48034",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","COMMUNITY SUPPORT INC.",,,,,"PS","Paid Solicitor","150 RIVER RD.","Montville","NJ","07045",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","ASSOCIATED COMMUNITY SERVICES",,,,,"PS","Paid Solicitor","29777 TELEGRAPH RD. #3000","Southfield","MI","48034",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","ASSOCIATED COMMUNITY SERVICES",,,,,"PS","Paid Solicitor","29777 TELEGRAPH RD. #3000","Southfield","MI","48034",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","COMMUNITY SUPPORT INC.",,,,,"PS","Paid Solicitor","150 RIVER RD.","Montville","NJ","07045",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","COMMUNITY SUPPORT INC.",,,,,"PS","Paid Solicitor","150 RIVER RD.","Montville","NJ","07045",,,,,,,,,,,,
"20063002513","020578769","UNITED STATES NAVY VETERANS ASSOCIATION","ASSOCIATED COMMUNITY SERVICES",,,,,"PS","Paid Solicitor","29777 TELEGRAPH RD. #3000","Southfield","MI","48034",,,,,,,,,,,,
"20063005190","020594709","A LEG TO STAND ON","BRICKMILL MARKETING SERVICES, INC.",,,,,"PFC","Professional Fundraising Consultant","24 MILL BROOK ROAD","Wilton","NH","03086",,,,,,,,,,,,
"20063005190","020594709","A LEG TO STAND ON","GRISWOLD & GRISWOLD INC.,","PRESIDENT",,,,"PFC","Professional Fundraising Consultant","1940 DUKE STREET, STE. 200","Alexandria","VA","22314",,,,,,,,,,,,
"20063005190","020594709","A LEG TO STAND ON","BRICKMILL MARKETING SERVICES, INC.",,,,,"PFC","Professional Fundraising Consultant","24 MILL BROOK ROAD","Wilton","NH","03086",,,,,,,,,,,,
"20063005190","020594709","A LEG TO STAND ON","GRISWOLD & GRISWOLD INC.,","PRESIDENT",,,,"PFC","Professional Fundraising Consultant","1940 DUKE STREET, STE. 200","Alexandria","VA","22314",,,,,,,,,,,,
"20063005190","020594709","A LEG TO STAND ON","BRICKMILL MARKETING SERVICES, INC.",,,,,"PFC","Professional Fundraising Consultant","24 MILL BROOK ROAD","Wilton","NH","03086",,,,,,,,,,,,
"20063005190","020594709","A LEG TO STAND ON","GRISWOLD & GRISWOLD INC.,","PRESIDENT",,,,"PFC","Professional Fundraising Consultant","1940 DUKE STREET, STE. 200","Alexandria","VA","22314",,,,,,,,,,,,
