Permit Number,Location,Additional Reference,Parcel Number,Permit Type,Work Class,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Number of Units,Owner,Applicant,Contractor,Contractor Phone,Company,Tenant,Lender,Designer of Record,Total Fees,Zip Codes
ELEC-2019-05296,"7405 168TH AVE NE
REDMOND, WA 98052",110,7202410132,Electrical - OTC,Commercial,07/19/2019,07/19/2019,Row House,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05296,OTC - Row House @ Talisman Apts - Customer paid for (1) feeder/ (1) fire alarm/ (14) low voltage/ (1) new service/ (1) subpanel,75000,2055,,RTC 74th St Property LLC,Mike Mueller,,3606518200,WESTCO ELECTRIC LLC,,,,1999.15,
MECH-2019-04329,"6222 185TH AVE NE
REDMOND, WA 98052
(47.662449, -122.094307)",,7198970010,Mechanical Plan Review,Commercial,06/14/2019,06/18/2019,Samsung-TI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04329,Samsung TI Renovation - Suite 110 - Install (3) new VAV boxes for TI/ and (2) new split system AC units for server cooling as well as any associated duct work and diffusers. Customer paid for (3) air handlers/ (2) Air conditioners/ (2) ductless heads and (3) duct work systems.,75000,300,,KIDDER MATTHEWS,Jim Thomas,,2067623311,MCKINSTRY CO LLC,,,,2377.82,17806
BLDG-2017-03955,"0 No
Address REDMOND, WA 98052",,7200002050,Stormwater Vault,None,06/02/2017,06/06/2019,Woodrun 2-Vault,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-03955,Vault - Woodrun 2 - Construction of stormwater detention vault for new Woodrun Townhomes,75000,0,,,Patricia McPherson,,2539222787,CANNON CONSTRUCTION INC,,None,,2035.16,
BLDG-2013-02489,"10901 176TH CIR NE
REDMOND, WA 98052
(47.697352896000496, -122.10948671599971)",EMERALD HEIGHTS CORRIDORS BLDG C D & E,3626059003,Multi-Family,Remodel,03/29/2013,05/24/2013,Emerald Heights  ,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02489,Acoustic tile & ceiling suspension grid replacement throughout corridors of building C/ D and E atrium. No changes to existing rated assemblies and mechanical system.,75000,9593,1,,Christopher Lee,,4254518877,G L Y CONSTRUCTION/ INC.,,None,,1866.16,17806
MECH-2013-06790,"4200 150TH AVE NE
REDMOND, WA 98052
(47.64742952300048, -122.14035963099968)",-MICROSOFT-BLDG 123,1425059141,Mechanical Plan Review,Commercial,07/26/2013,07/30/2013,MICROSOFT-BLDG 123,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-06790,Relocate 20 roof top HVAC units and modify duct work to accommodate the relocations.  Modify curb for 19 roof top HVAC units to allow for roof replacement/ replace 3 EF like for like/ associated duct work.  Reference B120657 for screening.,75000,0,,,Kirsten Fausko,,2065759700,HERMANSON COMPANY LLP,,,,2156.94,17806
BLDG-2013-08438,"17875 REDMOND WAY
REDMOND, WA 98052
(47.66745964800049, -122.10176969499969)",WHOLE FOODS COMPLEX-BLDG A STE 144 - MENCHIES,1225059041,Commercial,Tenant Improvement,09/12/2013,10/23/2013,5065 Whole Foods Complex strip bldg A?,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08438,Reconfigure existing tenant space - add new non-structural walls.  Area of construction 1/400 sf.,75000,1400,,,Jodie Davis,,2538485948,ARCHITECTURAL INT/CNST SRV INC,,None,,1923.72,17806
BLDG-2013-06677,"16011 NE 36TH WAY
REDMOND, WA 98052
(47.6416992230005, -122.12505962599971)",MICROSOFT-BLDG 1 RM 1107/1063/2013/2155,5503000160,Commercial,Tenant Improvement,07/23/2013,11/12/2013,MICROSOFT-BLDG 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-06677,Demo gwb walls/ floor to suspended ceiling/ demo (2) doors/ new gwb walls/ floor to slab above and (1) new door for new conference rooms. New dividing panels/ floor to susp. clng. for open lounge areas. Total area of construction is 1343sf .MICROSOFT-BLDG 1 RM 1107/1063/2013/2155,75000,0,,,Aileen Baker,,4257759400,DAVIS SCHUELLER INC,,None,,1923.72,17806
PLUM-2013-12047,"18400 UNION HILL RD
REDMOND, WA 98052
(47.67650660600049, -122.0944524789997)",MICROSOFT MILLENNIUM-BLDG C,5530400010,Plumbing - OTC,Commercial,12/20/2013,12/20/2013,1927_MICROSOFT MILLENNIUM-BLDG C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-12047,Replace 51 existing fixtures and electric water heater.  Provide 2 new janitor sinks/ 3 kitchenette sinks and 1 mothers room sink.,75000,102596,,,Ron Cummins,,2067649663,PSF MECHANICAL INC,,,,1299.89,17806
MECH-2013-11296,"16175 CLEVELAND ST
Redmond, WA 98052
(47.673721179000495, -122.12451437799967)",OLD TOWN,7792400005,Mechanical - OTC,Multi-Family,11/26/2013,11/26/2013,OLD TOWN MIXED USE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-11296,Furnish and install ductwork in living units only to exhaust bath fans/ laundry fans/ dryers and microwaves. Exterior fixtures to be painted to match the exterior walls.,75000,205390,,,Kyle Lipe,,4258690373,PACIFIC ONE CONSTRUCTION INC,,,,2453.99,17806
MECH-2014-02475,"14615 NE 91ST ST
REDMOND, WA 98052
(47.683272040000475, -122.14575622399968)",BLDG C,5734508888,Mechanical Plan Review,Commercial,04/02/2014,04/15/2014,Northern Lights Montessori,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2014-02475,Like for like replacement of 4 existing rooftop A/C units/ 2 new rooftop A/C units with screening/ duct work and air distribution. Vent fans for restrooms and utility rooms.  Install screening on 4 sides of 2 rooftop units because they are larger.,75000,10000,,Florence Plantilla,Ken Pinchiff,,2066432046,PINCHIFF MECHANICAL LLC,,,,2234.58,17806
