"business_name","first_name","last_name","address_","city"
"STUDIO AWESOME LLC","KIM","BOYD","212 W PINEHURST CT","NEWBERG"
"STUDIO AWESOME LLC",,,"212 W PINEHURST CT","NEWBERG"
"STUDIO AWESOME LLC","KIM","BOYD","212 W PINEHURST CT","NEWBERG"
"STUDIO AWESOME LLC",,,"212 W PINEHURST CT","NEWBERG"
"STUDIO AWESOME LLC","KIM","BOYD","212 W PINEHURST CT","NEWBERG"
"JC INDUSTRIES LLC","JASON","MICKEL","3101 CLEARBROOK CT","NEWBERG"
"JC INDUSTRIES LLC",,,"3101 CLEARBROOK CT","NEWBERG"
"JC INDUSTRIES LLC","JASON","MICKEL","3101 CLEARBROOK CT","NEWBERG"
"JC INDUSTRIES LLC",,,"3101 CLEARBROOK CT","NEWBERG"
"JC INDUSTRIES LLC","JASON","MICKEL","3101 CLEARBROOK CT","NEWBERG"
"NEWBERG INDUSTRIAL PARK SELF STORAGE","KATHLEEN","MACKEN","PO BOX 441","NEWBERG"
"NEWBERG INDUSTRIAL PARK SELF STORAGE",,,"2800 E 2ND ST","NEWBERG"
"NEWBERG INDUSTRIAL PARK SELF STORAGE","CHERYL","ASHER","TRUSTEE OF THE ASHER FAMILY TRUST","PEORIA"
"NEWBERG INDUSTRIAL PARK SELF STORAGE","GERALD","MACKEN","TRUSTEE OF THE MACKEN FAMILY TRUST","NEWBERG"
"NEWBERG INDUSTRIAL PARK SELF STORAGE","KATHLEEN","MACKEN","TRUSTEE OF THE MACKEN FAMILY TRUST","NEWBERG"
"NEWBERG INDUSTRIAL PARK SELF STORAGE","STEPHEN","ASHER","TRUSTEE OF THE ASHER FAMILY TRUST","PEORIA"
"VERDANT BIOCHAR LLC.","IGOR","LOCHERT","22745 NE HIGHWAY 240","NEWBERG"
"OREGON BEEKEEPER","RACHEL","GETSINGER","603 N MERIDIAN ST","NEWBERG"
"OREGON BEEKEEPER",,,"603 N MERIDIAN ST","NEWBERG"
"OREGON BEEKEEPER","MATTHEW","GETSINGER","603 N MERIDIAN ST","NEWBERG"
"ORE BEEKEEPER","RACHEL","GETSINGER","603 N MERIDIAN ST","NEWBERG"
"ORE BEEKEEPER",,,"603 N MERIDIAN ST","NEWBERG"
"ORE BEEKEEPER","MATTHEW","GETSINGER","603 N MERIDIAN ST","NEWBERG"
"OCP NEWBERG, LLC","BRIAN","OGLE","419 E DREAS WAY","NEWBERG"
"OCP NEWBERG, LLC",,,"419 E DREAS WAY","NEWBERG"
"OCP NEWBERG, LLC",,,"419 E DREAS WAY","NEWBERG"
"OCP NEWBERG, LLC",,,"419 E DREAS WAY","NEWBERG"
"OCP NEWBERG, LLC","ALEX","TRAUMAN","117 SW TAYLOR ST SUITE 300","PORTLAND"
"COOL CHANGE PDX",,,"8550 NE DOG RIDGE ROAD","NEWBERG"
"COOL CHANGE PDX","ANDREE","YOST","8550 NE DOG RIDGE ROAD","NEWBERG"
"HILTON PLUMBING AND MECHANICAL LLC","REGAN","HILTON","2702 N CRATER LN","NEWBERG"
"HILTON PLUMBING AND MECHANICAL LLC",,,"2702 N CRATER LN","NEWBERG"
"HILTON PLUMBING AND MECHANICAL LLC","REGAN","HILTON","2702 N CRATER LN","NEWBERG"
"HILTON PLUMBING AND MECHANICAL LLC","TERA","HILTON","2702 N CRATER LN","NEWBERG"
"HILTON PLUMBING AND MECHANICAL LLC",,,"2702 N CRATER LN","NEWBERG"
"HILTON PLUMBING AND MECHANICAL LLC","REGAN","HILTON","2702 N CRATER LN","NEWBERG"
"JAMIE LEE CLIFFORD",,,"1517 E MILL CT","NEWBERG"
"JAMIE LEE CLIFFORD","JAMIE","CLIFFORD","1517 E MILL CT","NEWBERG"
"B. SCOT COOK, PSYD, PC","B","COOK","4012 NE TERRACE DR","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"4012 NE TERRACE DR","NEWBERG"
"B. SCOT COOK, PSYD, PC","B","COOK","4012 NE TERRACE DR","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"4012 NE TERRACE DR","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"515 E 1ST ST","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"515 E 1ST ST","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"515 E 1ST ST","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"515 E 1ST ST","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"515 E 1ST ST","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"515 E 1ST ST","NEWBERG"
"B. SCOT COOK, PSYD, PC",,,"515 E 1ST ST","NEWBERG"
"B. SCOT COOK, PSYD, PC","STACEY","COOK","4012 NE TERRACE DR","NEWBERG"
"LOVELY NAILS 11 LLC","TRINH","PHAN","1010 N SPRINGBROOK RD","NEWBERG"
"LOVELY NAILS 11 LLC",,,"1010 N SPRINGBROOK RD","NEWBERG"
"LOVELY NAILS 11 LLC","TRINH","PHAN","1010 N SPRINGBROOK RD","NEWBERG"
"LOVELY NAILS 11 LLC",,,"1010 N SPRINGBROOK RD","NEWBERG"
"LOVELY NAILS 11 LLC","TRINH","PHAN","1010 N SPRINGBROOK RD","NEWBERG"
"PLATINUM OUTDOOR SERVICES LLC","CARLOS","CRISANTO","1103 N SPRINGBROOK RD","NEWBERG"
"PLATINUM OUTDOOR SERVICES LLC",,,"1103 N SPRINGBROOK RD #51","NEWBERG"
"PLATINUM OUTDOOR SERVICES LLC","CARLOS","CRISANTO","1103 N SPRINGBROOK RD","NEWBERG"
"PLATINUM OUTDOOR SERVICES LLC",,,"1103 N SPRINGBROOK RD #51","NEWBERG"
"PLATINUM OUTDOOR SERVICES LLC","CARLOS","CRISANTO","1103 N SPRINGBROOK RD","NEWBERG"
"PTN TOOLS LLC","MOLLY","NIX","128 W NICHOLAS WAY","NEWBERG"
"PTN TOOLS LLC","PAUL","NIX","128 W NICHOLAS WAY","NEWBERG"
"PTN TOOLS LLC",,,"128 W NICHOLAS WAY","NEWBERG"
"PTN TOOLS LLC","MOLLY","NIX","128 W NICHOLAS WAY","NEWBERG"
"PTN TOOLS LLC","PAUL","NIX","128 W NICHOLAS WAY","NEWBERG"
"PTN TOOLS LLC",,,"128 W NICHOLAS WAY","NEWBERG"
"PTN TOOLS LLC","PAUL","NIX","128 W NICHOLAS WAY","NEWBERG"
"SOPHIES SPA","SOPHIE","NELSON","3701 E GRAND OAK DR","NEWBERG"
"SOPHIES SPA",,,"3701 E GRAND OAK DR","NEWBERG"
"SOPHIES SPA","SOPHIE","NELSON","3701 E GRAND OAK DR","NEWBERG"
"STARSEED DREAMS CO.","KAT","LIVINGSTON","2400 HAWORTH AVENUE","NEWBERG"
"STARSEED DREAMS CO.",,,"2400 HAWORTH AVENUE","NEWBERG"
"STARSEED DREAMS CO.","HEIDI","LIVINGSTON","2400 HAWORTH AVENUE","NEWBERG"
"ODDS AND ENDS WELDING LLC","BRIAN","DURAND","29375 NE PUTNAM RD","NEWBERG"
"ODDS AND ENDS WELDING LLC",,,"29375 NE PUTNAM RD","NEWBERG"
"ODDS AND ENDS WELDING LLC",,,"29375 NE PUTNAM RD","NEWBERG"
"ODDS AND ENDS WELDING LLC","BRIAN","DURAND","29375 NE PUTNAM RD","NEWBERG"
"ALLEN AUTO SALES INCORPORATED","EMILY","ALLEN","901 N MERIDIAN ST","NEWBERG"
"ALLEN AUTO SALES INCORPORATED","MIKE","ALLEN","901 N MERIDIAN ST","NEWBERG"
"ALLEN AUTO SALES INCORPORATED",,,"901 N MERIDIAN STREET","NEWBERG"
"ALLEN AUTO SALES INCORPORATED",,,"901 N MERIDIAN STREET","NEWBERG"
"ALLEN AUTO SALES INCORPORATED","MIKE","ALLEN","901 N MERIDIAN ST","NEWBERG"
"SOVEREIGN STRATEGIES LLC","ANNA","SOVEREIGN","608 1/2 E 1ST ST APT 5","NEWBERG"
"SOVEREIGN STRATEGIES LLC",,,"608 1/2 E 1ST ST APT 5","NEWBERG"
"SOVEREIGN STRATEGIES LLC","ANNA","SOVEREIGN","608 1/2 E 1ST ST APT 5","NEWBERG"
"SOVEREIGN STRATEGIES LLC",,,"608 1/2 E 1ST ST APT 5","NEWBERG"
"SOVEREIGN STRATEGIES LLC","ANNA","SOVEREIGN","608 1/2 E 1ST ST APT 5","NEWBERG"
"SPRINGFLOWER FARM, LLC","DANIEL","CIULA","12700 NE PARRETT MOUNTAIN RD","NEWBERG"
"SPRINGFLOWER FARM, LLC",,,"12700 NE PARRETT MOUNTAIN RD","NEWBERG"
"SPRINGFLOWER FARM, LLC","DANIEL","CIULA","12700 NE PARRETT MOUNTAIN RD","NEWBERG"
"SPRINGFLOWER FARM, LLC","PATRICIA","CIULA","12700 NE PARRETT MOUNTAIN RD","NEWBERG"
"SPRINGFLOWER FARM, LLC",,,"12700 NE PARRETT MOUNTAIN RD","NEWBERG"
"SPRINGFLOWER FARM, LLC","DANIEL","CIULA","12700 NE PARRETT MOUNTAIN RD","NEWBERG"
"NW PREMIER FENCING SERVICES","EZEQUIEL","RODRIGUEZ PONCE","1613 N VILLA RD","NEWBERG"
"NW PREMIER FENCING SERVICES",,,"1613 N VILLA RD","NEWBERG"
"NW PREMIER FENCING SERVICES","EZEQUIEL","RODRIGUEZ PONCE","1613 N VILLA RD","NEWBERG"
"PROXIMITY CONSTRUCTION LLC","BRANDON","TAFT","1228 HILLSDALE DRIVE","NEWBERG"
"PROXIMITY CONSTRUCTION LLC",,,"1228 HILLSDALE DRIVE","NEWBERG"
"PROXIMITY CONSTRUCTION LLC",,,"1228 HILLSDALE DRIVE","NEWBERG"
"PROXIMITY CONSTRUCTION LLC","BRANDON","TAFT","1228 HILLSDALE DRIVE","NEWBERG"
"OREGON EXPLORED LLC",,,"PO BOX 751","NEWBERG"
"PASTURE PRIME LLC",,,"19450 NE TANGEN RD","NEWBERG"
"PASTURE PRIME LLC",,,"19450 NE TANGEN RD","NEWBERG"
"PASTURE PRIME LLC","MATTHEW","BOTTEN","19450 NE TANGEN RD","NEWBERG"
"WINE BOOT CAMP LLC",,,"748 N LITTLE OAK ST","NEWBERG"
"WINE BOOT CAMP LLC",,,"748 N LITTLE OAK ST","NEWBERG"
"WINE BOOT CAMP LLC","DEAN","STORM","748 N LITTLE OAK ST","NEWBERG"
"DULIA HOUSE CLEANING LLC","EODULIA","COTO FLORES","803 E 9TH ST","NEWBERG"
"DULIA HOUSE CLEANING LLC",,,"803 E 9TH ST","NEWBERG"
"DULIA HOUSE CLEANING LLC","EODULIA","COTO FLORES","803 E 9TH ST","NEWBERG"
"DULIA HOUSE CLEANING LLC","EODULIA","COTO FLORES","803 E 9TH ST","NEWBERG"
"DULIA HOUSE CLEANING LLC",,,"803 E 9TH ST","NEWBERG"
"DULIA HOUSE CLEANING LLC","EODULIA","COTO FLORES","803 E 9TH ST","NEWBERG"
"NW PREMIER HANDYMAN SERVICES",,,"1613 N VILLA RD","NEWBERG"
