"registry_number","business_name","entity_type","registry_date","nonprofit_type","associated_name_type","first_name","middle_name","last_name","suffix","not_of_record_entity","entity_of_record_reg_number","entity_of_record_name","address","address_continued","city","state","zip_code"
"3746518","ARGONNE POST NO. 56 OF THE AMERICAN LEGION, DEPARTMENT OF OREGON","DOMESTIC NONPROFIT CORPORATION","1934-06-14 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"22548 SW PINE ST",,"SHERWOOD","OR","97140"
"3893914","SYLVAN ARCHERS INC.","DOMESTIC NONPROFIT CORPORATION","1936-05-16 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"15930 SW BELL RD",,"SHERWOOD","OR","97140"
"4497814","SCHOLLS GRANGE NO. 338, PATRONS OF HUSBANDRY","DOMESTIC NONPROFIT CORPORATION","1946-12-23 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"16917 SW HILLSBORO HWY",,"SHERWOOD","OR","97140"
"4702916","TUALATIN VALLEY SPORTSMEN'S CLUB","DOMESTIC NONPROFIT CORPORATION","1948-06-01 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"13050 SW TONQUIN RD STE 100",,"SHERWOOD","OR","97140"
"5388616","SHERWOOD ROBIN HOOD FESTIVAL ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1954-07-12 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"SHERWOOD MIDDAY MASONIC LODGE","22536 SW WASHINGTON ST","SHERWOOD","OR","97140"
"5440813","ARABIAN & HALF ARABIAN CLUB OF OREGON, INC.","DOMESTIC NONPROFIT CORPORATION","1954-12-07 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"15929 SW ORIOLE CT",,"SHERWOOD","OR","97140"
"5473517","SHERWOOD MASONIC CENTER ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1955-02-11 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"22536 SW WASHINGTON ST",,"SHERWOOD","OR","97140"
"6337919","TRI-COUNTY GUN CLUB","DOMESTIC NONPROFIT CORPORATION","1959-12-11 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"13050 SW TONQUIN ROAD SUITE 200",,"SHERWOOD","OR","97140"
"7070519","TENNESSEE WALKING HORSE EXHIBITORS ASSOCIATION OF OREGON","DOMESTIC NONPROFIT CORPORATION","1963-03-19 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"26280 SW BAKER RD",,"SHERWOOD","OR","97140"
"7883614","SHERWOOD-ROBINHOOD LODGE NO. 2342, BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA","DOMESTIC NONPROFIT CORPORATION","1966-08-05 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"22770 SW ELWERT RD",,"SHERWOOD","OR","97140"
