Parcel ID,Location,Location Description,Type,Open Date,Closed Date,Global Entity Name,First Name,Last Name,Inspector First Name,Inspector Last Name,geom,Zip Codes,Neighborhoods,Census 2010 Tracts,Counties
208631008,249 NEW BRITAIN AV,,Housing Code Enforcement,01/02/2014,,MY CT PROPERTY LLC,,,Tonja,Nelson,,,,,
148045186,33 HARTLAND ST,,Housing Code Enforcement,01/02/2014,01/15/2014,WILLIAMS PRESTON,,,Tonja,Nelson,,,,,
208631008,249 NEW BRITAIN AV,,Housing Code Enforcement,01/02/2014,,MY CT PROPERTY LLC,,,Tonja,Nelson,,,,,
238057023,892 GARDEN ST,,Housing Code Enforcement,01/02/2014,03/10/2014,ADAR HARTFORD REALTY LLC,,,Tonja,Nelson,,,,,
250578031,135 FRANKLIN AV,,Essential Services,01/02/2014,01/07/2014,VISCO LARRY J,,,Rochelle,Little,,,,,
148045186,33 HARTLAND ST,,Housing Code Enforcement,01/02/2014,,WILLIAMS PRESTON,,,Tonja,Nelson,,,,,
174182015,149 WESTBOURNE PKWY,,Bed Bugs (HCE),01/02/2014,,MARTEL BERNARD,,,Albi,Sako,,,,,
148045186,33 HARTLAND ST,,Housing Code Enforcement,01/02/2014,01/15/2014,WILLIAMS PRESTON,,,Tonja,Nelson,,,,,
249557396,99 WETHERSFIELD AV,,Housing Code Enforcement,01/02/2014,,CHARTER OAK MANAGEMENT SERVICES LLC,,,Rochelle,Little,,,,,
148045186,33 HARTLAND ST,,Housing Code Enforcement,01/02/2014,,WILLIAMS PRESTON,,,Tonja,Nelson,,,,,
179406034,276 SOUTH MARSHALL ST,,Essential Services,01/03/2014,01/07/2014,T PROPERTIES LLC,,,Albi,Sako,,,,,
240162029,91 BARBOUR ST,,Housing Code Enforcement,01/03/2014,,BAKX LLC,,,Tonja,Nelson,,,,,
200264015,176 SIGOURNEY ST,,Housing Code Enforcement,01/04/2014,01/09/2014,HARTFORD INVESTMENT GROUP LLC,,,Tonja,Nelson,,,,,
203428200,140 RUSS ST,,Housing Code Enforcement,01/04/2014,06/16/2014,BILLINGS FORGE COMMUNITY,,,Tonja,Nelson,,,,,
247455076,5 WHITMAN CT,,Housing Code Enforcement,01/04/2014,01/05/2014,MAWHINNEY SCOTT A,,,Tonja,Nelson,,,,,
200264015,176 SIGOURNEY ST,,Housing Code Enforcement,01/04/2014,01/03/2014,HARTFORD INVESTMENT GROUP LLC,,,Tonja,Nelson,,,,,
179317269,887 ASYLUM AV,,Housing Code Enforcement,01/04/2014,01/03/2014,MARKS GROUP LLC,,,Tonja,Nelson,,,,,
220226084,418 GARDEN ST,,Housing Code Enforcement,01/04/2014,01/04/2014,MANCORA APARTMENTS LLC,,,Tonja,Nelson,,,,,
198204051,47 EDGEWOOD ST,,Housing Code Enforcement,01/05/2014,01/09/2014,MILLER ELGWIN,,,Tonja,Nelson,,,,,
157395025,439 FARMINGTON AV,,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
187615015,503 NEW BRITAIN AV,,Housing Code Enforcement,01/06/2014,01/04/2014,NBA PROPERTIES LLC,,,Rochelle,Little,,,,,
254776040,192 SOUTH ST,,Housing Code Enforcement,01/06/2014,01/04/2014,FELICIANO NILSA,,,Rochelle,Little,,,,,
251665131,101 BENTON ST,,Bed Bugs (HCE),01/06/2014,,SURREY GROUP LLC,,,Rochelle,Little,,,,,
134396206,35 FREDERICK ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
152185054,94 BALTIMORE ST,,Housing Code Enforcement,01/06/2014,01/06/2014,BROWN KIRKLAND,,,Tonja,Nelson,,,,,
157396030,28 OWEN ST,304,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
137476047,24 CARPENTER ST,,Housing Code Enforcement,01/06/2014,,ANCONA ENTERPRISES INC,,,Shawn,Holloway,,,,,
157396004,5 FREDERICK ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
221271094,35 BROOK ST,,Housing Code Enforcement,01/06/2014,01/17/2014,SALMON CARLOS,,,Tonja,Nelson,,,,,
198204051,47 EDGEWOOD ST,,Housing Code Enforcement,01/06/2014,01/09/2014,MILLER ELGWIN,,,Tonja,Nelson,,,,,
157395019,25 OWEN ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
153181001,153 WOODLAND ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,ST FRANCIS HOSPITAL OF HTFD,,,Albi,Sako,,,,,
156312030,404 FARMINGTON AV,,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
221271094,35 BROOK ST,,Housing Code Enforcement,01/06/2014,01/16/2014,SALMON CARLOS,,,Tonja,Nelson,,,,,
152185086,113 KENT ST,,Essential Services,01/06/2014,,KNIGHT COURTNEY,,,Albi,Sako,,,,,
111297001,636 PROSPECT AV,B 13,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER JEFFREY A TRUSTEE,,,Shawn,Holloway,,,,,
111303075,610 FARMINGTON AV,AA-5,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER JEFFREY A TRUSTEE,,,Shawn,Holloway,,,,,
157395018,31 OWEN ST,203,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
133310074,23 GIRARD AV,B-1,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER ELEANORE B G,,,Shawn,Holloway,,,,,
111297001,636 PROSPECT AV,,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER JEFFREY A TRUSTEE,,,Shawn,Holloway,,,,,
134388165,221 SISSON AV,,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
152185054,94 BALTIMORE ST,,Housing Code Enforcement,01/06/2014,01/22/2014,BROWN KIRKLAND,,,Tonja,Nelson,,,,,
157396027,16 OWEN ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,,CLEMENS LLC,,Shawn,Holloway,,,,,
111297001,636 PROSPECT AV,,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER JEFFREY A TRUSTEE,,,Shawn,Holloway,,,,,
249558181,2 FRANKLIN AV,2A,Essential Services,01/06/2014,01/13/2014,TIFANY LLC,,,Rochelle,Little,,,,,
208644155,16 HENRY ST,,Housing Code Enforcement,01/06/2014,,THOMSEN VICTOR S,,,Rochelle,Little,,,,,
134383123,35 EVERGREEN AV,B-14,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER ELEANORE B G,,,Shawn,Holloway,,,,,
111297001,636 PROSPECT AV,A-14,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER JEFFREY A TRUSTEE,,,Shawn,Holloway,,,,,
157396008,21 FREDERICK ST,304,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
157396004,5 FREDERICK ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
229656178,175 BENTON ST,,Housing Code Enforcement,01/06/2014,01/04/2014,BORGES LUIS C F,,,Rochelle,Little,,,,,
157396030,28 OWEN ST,303,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
134396206,35 FREDERICK ST,,Certificate of Apartment Occupancy,01/06/2014,05/01/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
157395025,439 FARMINGTON AV,,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
157396006,13 FREDERICK ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
156312026,422 FARMINGTON AV,404,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
157396004,5 FREDERICK ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
134388165,221 SISSON AV,,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
157396029,26 OWEN ST,103,Certificate of Apartment Occupancy,01/06/2014,05/01/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
157395014,20 FREDERICK ST,104,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
134383123,35 EVERGREEN AV,,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER ELEANORE B G,,,Shawn,Holloway,,,,,
157395025,439 FARMINGTON AV,,Certificate of Apartment Occupancy,01/06/2014,03/27/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
132306042,148 WHITNEY ST,UNIT 1N,Housing Code Enforcement,01/06/2014,,YING LAM MUK,,,Shawn,Holloway,,,,,
221271094,35 BROOK ST,,Housing Code Enforcement,01/06/2014,01/17/2014,SALMON CARLOS,,,Tonja,Nelson,,,,,
157395014,20 FREDERICK ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
183515137,40 HAMILTON ST,UNIT 3E,Housing Code Enforcement,01/06/2014,01/04/2014,J R ABODE HOLDINGS INC,,,Shawn,Holloway,,,,,
208645195,1877 BROAD ST,,Housing Code Enforcement,01/06/2014,01/04/2014,89 PROSPECT STREET LLC,,,Rochelle,Little,,,,,
157395017,35 OWEN ST,104,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
133310074,23 GIRARD AV,B-2,Certificate of Apartment Occupancy,01/06/2014,03/04/2014,REINER ELEANORE B G,,,Shawn,Holloway,,,,,
157395023,9 OWEN ST,103,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
157395018,31 OWEN ST,,Certificate of Apartment Occupancy,01/06/2014,02/03/2014,CP FEE LLC,,,Shawn,Holloway,,,,,
137476047,24 CARPENTER ST,,Essential Services,01/06/2014,01/07/2014,ANCONA ENTERPRISES INC,,,Shawn,Holloway,,,,,
174182015,147 WESTBOURNE PKWY,,Housing Code Enforcement,01/06/2014,,MARTEL BERNARD,,,Albi,Sako,,,,,
