"id","a_o_del_hecho","sexo_de_la_victima","grupo_de_edad_de_la_victima","mes_del_hecho","dia_del_hecho","departamento_del_hecho_dane","municipio_del_hecho_dane","lesion_fatal_de_causa_externa","estado"
"1","2021","Hombre","(50 a 54)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"2","2021","Hombre","(18 a 19)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"3","2021","Hombre","(45 a 49)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"4","2021","Hombre","(30 a 34)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"5","2021","Hombre","(20 a 24)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"6","2021","Hombre","(20 a 24)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"7","2021","Hombre","(30 a 34)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"8","2021","Hombre","(40 a 44)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"9","2021","Hombre","(35 a 39)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"10","2021","Hombre","(25 a 29)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"11","2021","Hombre","(25 a 29)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"12","2021","Mujer","(55 a 59)","Enero","Sábado","Bogotá, D.C.","Bogotá, D.C.","Violenta - Suicidios","Datos definitivos"
"13","2021","Hombre","(50 a 54)","Enero","Sábado","Bogotá, D.C.","Bogotá, D.C.","Violenta - Muertes por eventos de transporte","Datos definitivos"
"14","2021","Mujer","(25 a 29)","Enero","Sábado","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"15","2021","Hombre","(35 a 39)","Enero","Viernes","Bogotá, D.C.","Bogotá, D.C.","Violenta - Suicidios","Datos definitivos"
"16","2021","Hombre","(45 a 49)","Enero","Sábado","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
"17","2021","Hombre","(20 a 24)","Enero","Domingo","Bogotá, D.C.","Bogotá, D.C.","Violenta - Suicidios","Datos definitivos"
"18","2021","Mujer","(25 a 29)","Enero","Domingo","Bogotá, D.C.","Bogotá, D.C.","Violenta - Presuntos Homicidios","Datos definitivos"
