"fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","fund_name","account_name","data_source","authority_name","zip","payment_method","po_num","description","detailed_item_description","unit_price","unit_of_measure","quantity","sales_tax_percent","sales_tax","discount","po_date","supplier_city","supplier_country","item_code_name","currency","value_of_spend"
"2012","TRANSPORTATION","MANERI SIGN CO INC","2012-03-23T00:00:00.000","1468.14","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","175","8.75","118.67","6.78","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","1356.25"
"2013","TRANSPORTATION","MANERI SIGN CO INC","2012-10-05T00:00:00.000","1115.79","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","133","8.75","90.19","5.15","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","1030.75"
"2012","TRANSPORTATION","MANERI SIGN CO INC","2012-05-09T00:00:00.000","2558.76","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","305","8.75","206.83","11.82","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","2363.75"
"2013","TRANSPORTATION","MANERI SIGN CO INC","2012-07-16T00:00:00.000","5797.05","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","691","8.75","468.58","26.78","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","5355.25"
"2012","TRANSPORTATION","MANERI SIGN CO INC","2012-04-09T00:00:00.000","4203.08","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","501","8.75","339.74","19.41","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","3882.75"
"2012","TRANSPORTATION","MANERI SIGN CO INC","2012-03-02T00:00:00.000","763.43","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","91","8.75","61.71","3.53","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","705.25"
"2012","TRANSPORTATION","MANERI SIGN CO INC","2012-01-20T00:00:00.000","4798.72","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","572","8.75","387.89","22.17","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","4433"
"2012","TRANSPORTATION","MANERI SIGN CO INC","2012-02-09T00:00:00.000","1585.59","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","189","8.75","128.16","7.32","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","1464.75"
"2012","TRANSPORTATION","MANERI SIGN CO INC","2011-07-19T00:00:00.000","2202.96","57620","GENERAL FUND (GENERAL BUDGET)","PAINT AND SIGN MAINTENANCE AND","SMS","MANERI SIGN CO INC","90249","CHECK","0001067232","STREET SIGNS(TRAFFIC), ALUMINU","STREET SIGNS(TRAFFIC), ALUMINUM9.080), ONE COLOR, NIPPON SEG WITH F-CAL (GRAFITTI OVERLAY FILM","7.75","LO","259","9.75","195.71","10.04","2009-11-19T00:00:00.000","GARDENA","USA","TRAFFIC SIGNS","USD","2007.25"
"2017","GENERAL SERVICES","BASELINE IMAGING INC","2017-05-12T00:00:00.000","367.03",,"PRINTING REVOLVING","AVAILABLE","SMS","BASELINE IMAGING INC","91702","CHECK","0001813769","VENICE BLVD STREET SIGNS 50 P","VENICE BLVD STREET SIGNS 50 POSTERS TOTAL. 18 X 18 FINISHED SIZE WITH BLEED ON CORAPLAST","6.75","EA","50","8.75","29.53","0","2017-04-21T00:00:00.000","Azusa","USA","MISCELLANEOUS OR UNCLASSIFIED","USD","337.5"
