"fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","fund_name","account_name","data_source","authority_name","zip","payment_method","po_num","description","detailed_item_description","unit_price","unit_of_measure","quantity","sales_tax_percent","sales_tax","discount","po_date","supplier_city","supplier_country","item_code_name","currency","value_of_spend"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-03-06T00:00:00.000","8438.87","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001805476","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","26.23","8.75","678.99","0","2017-02-22T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7759.88"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-03-06T00:00:00.000","8419.56","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001805476","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","26.17","8.75","677.43","0","2017-02-22T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7742.13"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-02-27T00:00:00.000","8416.35","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001805469","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","26.16","8.75","677.18","0","2017-02-22T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7739.17"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-03-06T00:00:00.000","8403.48","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001805476","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","26.12","8.75","676.14","0","2017-02-22T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7727.34"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-03-06T00:00:00.000","8364.88","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001805476","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","26","8.75","673.04","0","2017-02-22T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7691.84"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-05-30T00:00:00.000","8281.23","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001836208","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","25.740000000000002","8.75","666.31","0","2017-05-17T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7614.92"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-05-30T00:00:00.000","8240.32","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001835529","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","290.43","STN","26.09","8.75","663.01","0","2017-05-16T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7577.32"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-05-30T00:00:00.000","8237.17","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001835537","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","290.43","STN","26.080000000000002","8.75","662.76","0","2017-05-16T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7574.41"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-02-27T00:00:00.000","8236.18","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001805469","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","25.6","8.75","662.68","0","2017-02-22T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7573.5"
"2017","PUBLIC WORKS - STREET SERVICES","SAN JOAQUIN REFINING CO INC","2017-04-05T00:00:00.000","8146.09","59335","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION EXPENSE","SMS","SAN JOAQUIN REFINING CO INC","90084","CHECK","0001815196","ASPHALT, PAVING BINDER, AGED R","ASPHALT, PAVING BINDER, AGED RESIDUE (BITUMINOUS MATERIAL), AR 8000   DELIVERY LOCATION:  ASPHALT PLANT NO. 2  12251 SHERMAN WAY  NORTH HOLLYWOOD, CA 91605","295.84","STN","25.32","8.75","655.43","0","2017-03-20T00:00:00.000","LOS ANGELES","USA","ASPHALT","USD","7490.67"
