"id_number","fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","business_tax_registration_certificate","government_activity","fund_group_name","fund_type","fund_name","fund","account_name","account_code","transaction_id","expenditure_type","settlement_judgment","fiscal_month_number","fiscal_year_month","fiscal_year_quarter","calendar_month_number","calendar_month_year","calendar_month","data_source","authority_name","authority_link"
"1020","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","10007.55","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","ATWATER VILLAGE","471074","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1054","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","9415.42","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","SILVER LAKE NC","471075","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1075","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","2180.67","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","WILSHIRE CENTER-KOREATOWN NC","471089","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1083","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","22301.62","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","EAST HOLLYWOOD NC","471107","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1084","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","3251.9","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","ELYSIAN VALLEY RIVERSIDE NC","471054","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1092","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","8634.5","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","GLASSELL PARK NC","471003","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1096","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","8135.31","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","GREATER ECHO PARK ELYSIAN NC","471039","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1106","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","34673.82","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","HOLLYWOOD STUDIO DISTRICT NC","471105","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"1107","2012","NEIGHBORHOOD EMPOWERMENT","TREASURY-CITY OF LOS ANGELES","2011-07-12T00:00:00.000","2057.84","CF100600","6666666666","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","HOLLYWOOD UNITED NC","471070","AD26120000000448","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
"6983","2012","NEIGHBORHOOD EMPOWERMENT","EXTRA SPACE OF CASITAS LLC","2011-07-27T00:00:00.000","187","CF100600","0000152268","GENERAL GOVERNMENT","GOVERNMENTAL","SPECIAL REVENUE","DEPT OF NEIGHBORHOOD EMPOWERE","44B","ATWATER VILLAGE","471074","AD26120000003070","CONTRIBUTIONS TO OTHER AGENCIES",,"1","2012-01 (JUL)","2012-01","7","JULY,2011","JULY","FMS","MULTIVEND","http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=10-0600"
